srcport,dstport,proto,ts,td,pkt,byt,label,srcip_1,srcip_2,srcip_3,srcip_4,dstip_1,dstip_2,dstip_3,dstip_4
60689,445,TCP,1489536150901000.0,0.003,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489536150902000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489536151247000.0,0.005,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489536151249000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51358,6580,TCP,1489536157465000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489536159798000.0,0.0,1,92.0,0,192,168,100,4,192,168,100,255
138,138,UDP,1489536161740000.0,0.0,1,243.0,0,192,168,210,5,192,168,210,255
40239,445,TCP,1489536166520000.0,0.004,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489536166522000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
37884,445,TCP,1489536171637000.0,0.003,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489536171638000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
51357,5963,TCP,1489536172467000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,3390,TCP,1489536173468000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,5102,TCP,1489536174469000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,9500,TCP,1489536175470000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
34743,445,TCP,1489536179360000.0,0.004,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489536179362000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
46808,445,TCP,1489536182863000.0,0.004,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489536182864000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489536184808000.0,0.004,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489536184809000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
46709,445,TCP,1489536187554000.0,0.001,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489536187556000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489536188789000.0,0.003,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489536188791000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489536189240000.0,0.004,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489536189241000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
51420,25,TCP,1489536190473000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51358,9500,TCP,1489536191473000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
48888,445,TCP,1489536196873000.0,0.003,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489536196874000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489536196953000.0,0.003,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489536196954000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
137,137,UDP,1489536197122000.0,0.0,1,92.0,0,192,168,220,5,192,168,220,255
51146,445,TCP,1489536202023000.0,0.005,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489536202024000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
51357,109,TCP,1489536206473000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
37191,445,TCP,1489536208571000.0,0.005,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489536208572000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
52321,445,TCP,1489536209752000.0,0.004,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489536209753000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
60689,445,TCP,1489536211062000.0,0.001,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489536211063000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489536211408000.0,0.003,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489536211409000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
137,137,UDP,1489536217143000.0,0.0,1,92.0,0,192,168,220,14,192,168,220,255
137,137,UDP,1489536217143000.0,0.0,1,92.0,0,192,168,220,10,192,168,220,255
51358,109,TCP,1489536221474000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
40239,445,TCP,1489536226681000.0,0.003,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489536226682000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
37884,445,TCP,1489536231798000.0,0.002,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489536231799000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
51357,1213,TCP,1489536236476000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,8022,TCP,1489536237477000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,1782,TCP,1489536238478000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,5989,TCP,1489536239479000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
34743,445,TCP,1489536239521000.0,0.003,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489536239522000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
46808,445,TCP,1489536243024000.0,0.004,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489536243025000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489536244969000.0,0.003,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489536244970000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
137,137,UDP,1489536247174000.0,0.0,1,92.0,0,192,168,220,7,192,168,220,255
46709,445,TCP,1489536247715000.0,0.004,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489536247717000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489536248950000.0,0.001,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489536248951000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489536249401000.0,0.003,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489536249402000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
51358,5989,TCP,1489536254480000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
48888,445,TCP,1489536257034000.0,0.002,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489536257035000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489536257114000.0,0.002,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489536257115000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
51146,445,TCP,1489536262184000.0,0.004,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489536262185000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
37191,445,TCP,1489536268733000.0,0.001,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489536268734000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
51357,2910,TCP,1489536269482000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
52321,445,TCP,1489536269913000.0,0.001,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489536269914000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
51357,55056,TCP,1489536270482000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
60689,445,TCP,1489536271223000.0,0.005,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489536271224000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
51357,9010,TCP,1489536271484000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
43183,445,TCP,1489536271569000.0,0.003,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489536271570000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51357,648,TCP,1489536272485000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489536277206000.0,0.0,1,92.0,0,192,168,220,13,192,168,220,255
40239,445,TCP,1489536286842000.0,0.0,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489536286844000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
137,137,UDP,1489536286907000.0,0.0,1,92.0,0,192,168,200,5,192,168,200,255
445,34743,TCP,1489536287128000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,11
34743,445,TCP,1489536287129000.0,0.0,1,66.0,0,192,168,220,11,192,168,100,5
51423,25,TCP,1489536287486000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51492,135,TCP,1489536288488000.0,0.004,2,112.0,1,192,168,220,16,192,168,200,9
51357,1322,TCP,1489536289489000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,2
51357,2500,TCP,1489536290490000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,20222,TCP,1489536291491000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,3
37884,445,TCP,1489536291959000.0,0.004,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489536291960000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
51357,3827,TCP,1489536292491000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
445,58844,TCP,1489536295410000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,16
58844,445,TCP,1489536295411000.0,0.0,1,66.0,0,192,168,220,16,192,168,100,5
46808,445,TCP,1489536303189000.0,0.003,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489536303190000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489536305130000.0,0.0,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489536305131000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
137,137,UDP,1489536307238000.0,0.0,1,92.0,0,192,168,220,3,192,168,220,255
137,137,UDP,1489536307238000.0,0.0,1,92.0,0,192,168,220,6,192,168,220,255
51358,3827,TCP,1489536307492000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
46709,445,TCP,1489536307876000.0,0.004,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489536307878000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489536309111000.0,0.004,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489536309112000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489536309562000.0,0.001,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489536309563000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
445,51146,TCP,1489536310536000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,5
51146,445,TCP,1489536310537000.0,0.0,1,66.0,0,192,168,220,5,192,168,100,5
48888,445,TCP,1489536317194000.0,0.005,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489536317196000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489536317274000.0,0.001,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489536317276000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
445,43183,TCP,1489536319118000.0,0.0,1,70.0,0,192,168,100,5,192,168,200,4
43183,445,TCP,1489536319119000.0,0.0,1,66.0,0,192,168,200,4,192,168,100,5
51358,648,TCP,1489536322493000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
37191,445,TCP,1489536328894000.0,0.002,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489536328895000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
52321,445,TCP,1489536330074000.0,0.006,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489536330076000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
60689,445,TCP,1489536331384000.0,0.003,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489536331385000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
51357,1148,TCP,1489536337493000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
445,48888,TCP,1489536337718000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,15
48888,445,TCP,1489536337719000.0,0.0,1,66.0,0,192,168,220,15,192,168,100,5
445,40239,TCP,1489536342086000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,10
40239,445,TCP,1489536342087000.0,0.0,1,66.0,0,192,168,220,10,192,168,100,5
137,137,UDP,1489536347268000.0,0.0,1,92.0,1,192,168,220,16,192,168,220,255
37884,445,TCP,1489536352120000.0,0.003,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489536352121000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
51358,1148,TCP,1489536352496000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
137,137,UDP,1489536357280000.0,0.0,1,92.0,0,192,168,220,4,192,168,220,255
34743,445,TCP,1489536359843000.0,0.004,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489536359844000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
46808,445,TCP,1489536363345000.0,0.002,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489536363347000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489536365290000.0,0.005,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489536365292000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
51357,13456,TCP,1489536367497000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
46709,445,TCP,1489536368037000.0,0.003,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489536368038000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
51357,1130,TCP,1489536368498000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
43145,445,TCP,1489536369272000.0,0.004,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489536369273000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489536369723000.0,0.005,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489536369724000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
48888,445,TCP,1489536377355000.0,0.005,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489536377357000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489536377435000.0,0.005,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489536377436000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
445,37884,TCP,1489536377459000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,9
37884,445,TCP,1489536377460000.0,0.0,1,66.0,0,192,168,220,9,192,168,100,5
51146,445,TCP,1489536382506000.0,0.002,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489536382507000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
51358,1130,TCP,1489536383499000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489536387010000.0,0.0,1,92.0,0,192,168,200,4,192,168,200,255
137,137,UDP,1489536387309000.0,0.0,1,92.0,0,192,168,220,8,192,168,220,255
37191,445,TCP,1489536389054000.0,0.001,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489536389055000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
52321,445,TCP,1489536390235000.0,0.005,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489536390236000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
60689,445,TCP,1489536391544000.0,0.004,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489536391546000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489536391891000.0,0.005,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489536391892000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
138,138,UDP,1489536396324000.0,0.0,1,243.0,0,192,168,200,9,192,168,200,255
51357,2607,TCP,1489536398501000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,8194,TCP,1489536399500000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
138,138,UDP,1489536400035000.0,0.0,1,262.0,0,192,168,100,5,192,168,100,255
51357,4002,TCP,1489536400501000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,49400,TCP,1489536401502000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
40239,445,TCP,1489536407163000.0,0.005,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489536407165000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
137,137,UDP,1489536407330000.0,0.0,1,92.0,0,192,168,220,12,192,168,220,255
37884,445,TCP,1489536412280000.0,0.004,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489536412282000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
138,138,UDP,1489536416345000.0,0.0,1,262.0,0,192,168,200,4,192,168,200,255
51358,49400,TCP,1489536416505000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
138,138,UDP,1489536417103000.0,0.0,1,243.0,0,192,168,200,8,192,168,200,255
34743,445,TCP,1489536420003000.0,0.005,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489536420005000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
46808,445,TCP,1489536423506000.0,0.0,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489536423507000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489536425450000.0,0.004,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489536425451000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
46709,445,TCP,1489536428197000.0,0.003,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489536428199000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489536429433000.0,0.003,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489536429434000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489536429884000.0,0.004,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489536429885000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
51357,4279,TCP,1489536431506000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,5033,TCP,1489536432507000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,1002,TCP,1489536433508000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,1972,TCP,1489536434509000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
48888,445,TCP,1489536437516000.0,0.0069999999999999,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489536437522000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
445,49511,TCP,1489536437540000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,12
49511,445,TCP,1489536437541000.0,0.0,1,66.0,0,192,168,220,12,192,168,100,5
58844,445,TCP,1489536437596000.0,0.004,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489536437597000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
51146,445,TCP,1489536442667000.0,0.005,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489536442668000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
137,137,UDP,1489536447371000.0,0.0,1,92.0,0,192,168,220,15,192,168,220,255
138,138,UDP,1489536447372000.0,0.0,1,262.0,0,192,168,220,7,192,168,220,255
138,138,UDP,1489536447372000.0,0.0,1,262.0,0,192,168,220,8,192,168,220,255
138,138,UDP,1489536447372000.0,0.0,1,262.0,1,192,168,220,16,192,168,220,255
138,138,UDP,1489536447372000.0,0.0,1,262.0,0,192,168,220,12,192,168,220,255
137,137,UDP,1489536447372000.0,0.0,1,92.0,0,192,168,220,9,192,168,220,255
138,138,UDP,1489536447372000.0,0.0,1,262.0,0,192,168,220,14,192,168,220,255
138,138,UDP,1489536447373000.0,0.0,1,262.0,0,192,168,220,10,192,168,220,255
138,138,UDP,1489536447373000.0,0.002,2,514.0,0,192,168,220,11,192,168,220,255
37191,445,TCP,1489536449215000.0,0.005,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489536449216000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
51358,1972,TCP,1489536449511000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489536450088000.0,0.0,1,92.0,0,192,168,100,4,192,168,100,255
137,137,UDP,1489536450088000.0,0.0,1,92.0,0,192,168,100,5,192,168,100,255
52321,445,TCP,1489536450396000.0,0.004,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489536450397000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
60689,445,TCP,1489536451705000.0,0.002,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489536451707000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489536452052000.0,0.004,2,174.0,0,192,168,200,4,192,168,100,5
