srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label
3232284267,3232274738,49166,205,TCP,1489560978823050.5,0.0023158099322377,3,2732.5940173028557,0
3232288709,3232272426,35487,205,TCP,1489583714727479.2,0.0023158063066487,4,447.269320324934,1
3232284493,3232272426,57340,205,TCP,1489583714729675.5,0.0023158085608327,3,497.692985276768,1
3232287585,3232272426,57340,205,TCP,1489583714727968.2,0.002315806746698,3,447.6796331207402,1
3232286956,3232272426,59484,205,TCP,1489583714727254.2,0.0023158061230664,3,447.13447743443845,1
3232284299,3232272441,43177,37406,TCP,1489583714735962.5,0.0023158166686312,3,564.5121495046645,1
3232288270,3232272426,35487,205,TCP,1489583714728881.5,0.0023158077014195,3,448.1723496842476,1
3232284613,3232272442,35487,205,TCP,1489583714737589.5,0.0023158185151318,3,505.89452630162623,1
3232284268,3232275545,365,205,TCP,1489565963582860.0,0.002315819248151,3,1478.4512841057906,0
3232284267,3232279676,365,205,TCP,1489555593398294.0,0.0023158104173624,3,1068.9204002443107,0
3232284356,3232272427,35487,205,TCP,1489583714729743.8,0.0023158088538055,3,493.89725339958864,1
3232284267,3232273951,365,59758,TCP,1489578545295284.2,0.002315809716345,3,1660.3037368912792,0
3232287928,3232272426,35487,205,TCP,1489583714727254.0,0.0023158061226713,4,447.1357824325642,1
3232290480,3232272427,57340,205,TCP,1489583714747567.5,0.002315831588391,3,465.2205562605487,1
3232284301,3232272552,365,205,TCP,1489551355589172.5,0.0023158222187759,3,775.2405182189706,1
3232288017,3232272426,35487,205,TCP,1489583714728545.2,0.0023158074557073,3,448.82363099529806,1
3232284337,3232272434,35487,205,TCP,1489583714733438.5,0.9508223764669124,3,567.6189938829716,1
3232284277,3232273666,365,205,TCP,1489551355587139.2,0.1376841661821308,3,678.4187027888266,0
3232288726,3232272426,59484,205,TCP,1489583714731372.0,0.0023158101902915,3,453.5184474281415,1
3232287477,3232272426,57340,205,TCP,1489583714731268.8,0.0023158107548495,3,450.98161597028985,1
3232284267,3232272794,365,205,TCP,1489555593382086.5,0.0023158062687643,3,1265.0842783560895,0
3232286848,3232272426,35487,205,TCP,1489583714728357.2,0.0023158071547308,3,451.13081751515966,1
3232284270,3232272677,51468,1546,TCP,1489560978827918.5,0.0023158114916548,3,1094.2482808434293,0
3232284512,3232272426,57340,205,TCP,1489583714728863.5,0.0023158076510137,3,463.915164259117,1
3232284267,3232276963,365,205,UDP,1489555593386265.2,0.0023158073167868,3,581.136348660505,0
3232291940,3232272426,57340,205,TCP,1489583714728172.5,0.0023158069915235,4,447.72110247514433,1
3232294036,3232272426,35487,205,TCP,1489583714737732.5,0.0023158192053834,4,462.08579618631455,1
3232284448,3232272434,57340,205,TCP,1489583714733091.2,0.0023158129372235,3,484.7184919631482,1
3232284267,3232273380,43177,49272,TCP,1489551355528918.2,0.9508217990555672,3,726.2528362877407,0
3232284270,3232272441,57569,43134,TCP,1489572222862470.2,0.0023158077243085,3,828.1533810538006,0
3232284284,3232272870,43177,205,TCP,1489583714744783.2,0.002315828537876,3,721.95270472269,1
3232284297,3232272428,365,205,TCP,1489583714730044.2,0.0023158088567214,3,537.3418092638836,0
3232288667,3232272426,35487,205,TCP,1489583714727998.2,0.002315806799549,3,450.2440870691038,1
3232284267,3232274605,365,49334,TCP,1489543862866504.5,0.0023158094475,3,1805.5246725437053,0
3232284267,3232273179,46756,49272,TCP,1489543862869949.0,0.0023158112423892,3,1594.4866043924028,0
3232284267,3232276375,365,205,TCP,1489547513438620.5,0.0023158091863405,3,1070.3298592097435,0
3232284267,3232279014,43177,205,TCP,1489578545301952.2,0.002315812511841,3,1356.2598034469147,0
3232288504,3232272426,59484,205,TCP,1489583714727712.5,0.0023158065443358,3,447.5606504162108,1
3232284267,3232275673,365,205,TCP,1489555593387487.8,0.0023158075478201,3,1381.4266154089255,0
3232284269,3232272507,38247,1546,TCP,1489560978812939.2,0.0023158068820098,3,570.6147242056829,1
3232284267,3232274530,365,205,TCP,1489572222871205.5,0.0023158107392563,3,1133.165867037894,0
3232285532,3232272426,59484,205,TCP,1489583714727349.2,0.0023158061927973,3,447.31997686614335,1
3232284267,3232275122,365,37406,TCP,1489560978810304.0,0.0023158062129707,3,1047.99524304404,0
3232284290,3232272465,365,205,TCP,1489572222874976.8,0.0023158122640606,3,731.4499554075605,0
3232284267,3232273250,365,205,TCP,1489578545287576.8,0.0023158061845885,3,910.8719084728672,0
3232284269,3232288800,365,205,TCP,1489565963623439.2,0.0023158395636955,3,1096.830635987964,0
3232284267,3232272521,365,43134,TCP,1489572222858866.5,0.0023158065181596,3,1017.8151968497287,0
3232290492,3232272426,59484,205,TCP,1489583714727439.0,0.0023158062649786,4,447.2550534336997,1
3232284267,3232273384,365,37406,TCP,1489560978815744.8,0.0023158076520844,3,2297.7815356875094,0
3232284279,3232272428,35487,205,TCP,1489583714728448.2,0.0023158072240533,3,541.250338640313,1
3232284267,3232292244,365,205,UDP,1489578545288632.8,0.0023158066348696,3,462.2992785198098,0
3232284267,3232273799,49166,37406,TCP,1489560978813703.8,0.0023158070831666,3,1732.5617722319223,0
3232285251,3232272454,38247,43134,TCP,1489583714757037.8,0.002315850946697,3,572.7335057113676,1
3232284455,3232272439,35487,205,TCP,1489560978837059.0,0.0023158146505346,3,618.2136091559676,1
3232284404,3232272456,59484,205,TCP,1489583714741657.0,0.002315824605237,3,690.7878473779052,1
3232289157,3232272426,59484,205,TCP,1489583714729448.5,0.0023158084248201,3,449.5324610139626,1
3232284429,3232272436,35487,205,TCP,1489583714736694.0,0.002315818388369,3,514.0592483475696,1
3232284267,3232272864,46756,205,TCP,1489538772060122.0,0.0023158066112088,3,1669.9196212392146,0
3232284370,3232272429,59484,205,TCP,1489578545294612.0,0.0023158092735163,3,503.5126872485182,1
3232284268,3232288191,365,43134,TCP,1489578545334197.5,0.002315831124827,3,1415.4628247042267,0
3232284274,3232272573,46756,205,TCP,1489547513479787.8,0.0023158204849206,3,950.7533051122604,0
3232284267,3232275142,49166,49334,TCP,1489538772075622.8,0.0023158150386972,3,1631.5031254278929,0
3232290099,3232272426,59484,205,TCP,1489583714731760.8,0.0023158108481774,3,450.47866431493793,1
3232284267,3232277505,365,49272,TCP,1489543862878835.2,0.0023158138249483,3,1376.1647870183428,0
3232284278,3232273516,365,205,UDP,1489583714730704.0,0.0023158104547135,3,467.91995307917966,0
3232284268,3232273369,35487,205,TCP,1489555593394525.0,0.0023158092983149,3,1439.9400547891978,0
3232288709,3232272426,59484,205,TCP,1489583714727773.8,0.0023158065893904,3,447.4078414126943,1
3232284267,3232273434,51468,43134,TCP,1489543862860602.2,0.0023158076579158,3,1845.544917718856,0
3232287213,3232272427,59484,205,TCP,1489583714730549.5,0.0023158096628071,3,449.588582435722,1
3232285130,3232272426,57340,205,TCP,1489583714740273.0,0.0023158227762924,3,527.6317604620533,1
3232286853,3232272426,35487,205,TCP,1489583714729236.0,0.0023158080951526,3,451.945761749065,1
3232288274,3232272426,59484,205,TCP,1489583714729474.5,0.0023158081963341,4,448.1784077103552,1
3232284336,3232272427,46756,205,TCP,1489583714730241.2,0.0023158090670283,3,536.5883852419877,1
3232284275,3232272940,51468,205,TCP,1489572222901348.2,0.0023158250892812,3,828.4487187179727,0
3232284267,3232273289,43177,1546,TCP,1489565963552672.8,0.0023158080671431,3,973.4647416796504,0
3232284274,3232272430,46756,205,TCP,1489538772060855.5,0.0023158069229588,3,650.2281821447821,1
3232284275,3232272729,35487,205,TCP,1489583714734983.2,0.1376840446149771,3,774.2652725511517,0
3232290393,3232272426,35487,205,TCP,1489583714727696.8,0.0023158065029954,4,447.836964235608,1
3232284310,3232272426,59484,205,TCP,1489583714729236.5,0.0023158078860848,3,513.0266097838229,1
3232290313,3232272426,57340,205,TCP,1489583714728282.5,0.0023158070583881,4,448.7514793878072,1
3232284268,3232277645,365,49272,UDP,1489565963583174.8,0.0023158203115685,3,1996.7854414132928,0
3232284316,3232272474,57340,205,TCP,1489583714735401.2,0.0023158147566748,3,601.55583596894,1
3232284270,3232273277,365,37406,TCP,1489578545309120.8,0.002315816003311,3,1644.305805872471,0
3232284407,3232272483,35487,205,TCP,1489583714742468.2,0.0023158270720311,3,580.592430386893,1
3232284268,3232278759,365,205,UDP,1489551355536411.8,0.0023158080620339,3,478.73061498651055,0
3232284623,3232272439,43177,205,TCP,1489583714743117.5,0.0023158267295888,3,616.9289892233671,1
3232285340,3232272427,35487,205,TCP,1489583714747182.5,0.0023158339518682,3,524.4858954179597,1
3232284268,3232272533,365,205,TCP,1489578545291073.8,0.0023158076210076,3,747.4094619096427,0
3232284267,3232274839,365,205,TCP,1489578545304894.0,0.0023158141807728,3,1485.7062013921611,0
3232284269,3232274393,365,49272,TCP,1489560978841137.8,0.0023158156303747,3,1005.553765556832,0
3232284282,3232272524,365,205,TCP,1489538772070639.2,0.0023158125756476,3,617.6351413345237,0
3232285177,3232272430,59484,205,TCP,1489583714735504.5,0.0023158161267368,3,498.6071459891359,1
3232290625,3232272426,59484,205,TCP,1489583714730521.5,0.0023158094474745,3,449.6167161833296,1
3232284406,3232272444,51468,205,TCP,1489583714734297.5,0.0023158145760306,3,556.0989078190719,1
3232284411,3232272426,51468,205,TCP,1489547513440724.0,0.0023158096386433,3,497.6526097267528,1
3232284268,3232278096,365,205,TCP,1489565963591451.5,0.0023158229341892,3,1611.3937169240382,0
3232284449,3232272441,35487,37406,TCP,1489583714746045.2,0.0023158315330221,3,619.5008711128139,1
3232287869,3232272426,59484,205,TCP,1489583714729523.0,0.0023158083653921,3,450.69555926308425,1
3232285363,3232272452,57340,205,TCP,1489583714756297.5,0.0023158457361549,3,563.9781760812913,1
3232284267,3232276326,365,205,TCP,1489555593398016.5,0.0023158105802344,3,1753.682032761126,0
3232284271,3232272568,46756,49272,TCP,1489551355552028.5,0.1376839923523297,3,1009.5060712426904,0
3232284267,3232272738,365,49272,TCP,1489555593383248.2,0.0023158064994659,3,1674.26717375227,0
3232284267,3232274742,365,205,TCP,1489560978810131.0,0.0023158061821635,3,1006.8397132759764,0
3232284290,3232272495,38247,43134,TCP,1489560978858038.5,0.0023158239339991,3,1254.1865109416956,0
3232284269,3232276500,51468,59758,TCP,1489551355587756.2,0.0023158213848753,3,1033.3161021380802,0
3232284269,3232274385,365,1546,TCP,1489578545311244.5,0.0023158177519763,3,3131.674191350043,0
3232284267,3232273145,365,49272,TCP,1489555593381392.0,0.0023158061486711,3,1183.534934733338,0
3232284478,3232272480,46756,205,TCP,1489555593457880.2,0.0023158283121656,3,597.5589681407994,1
3232284379,3232272439,59484,205,TCP,1489583714738959.0,0.0023158202458266,3,549.7535852852184,1
3232284267,3232272605,43177,49272,TCP,1489547513427437.8,0.0023158065250623,3,1587.8453954662646,0
3232284267,3232276191,365,205,TCP,1489565963556266.0,0.0023158094301981,3,1087.8603268773195,0
3232284267,3232273947,365,205,TCP,1489572222859891.8,0.0023158068514423,3,1041.6270703876694,0
3232284268,3232272806,49166,49272,TCP,1489543862885935.0,0.0023158161323499,3,1815.7832055789984,0
3232291843,3232272426,35487,205,TCP,1489583714732038.2,0.0023158118102236,4,455.37214922169136,1
3232284856,3232272428,57340,205,TCP,1489583714741352.5,0.002315824299552,3,503.3937013155537,1
3232284556,3232272442,57340,205,TCP,1489583714744383.5,0.0023158271835363,3,546.2990572905633,1
3232284267,3232275321,365,43134,TCP,1489555593381251.2,0.0023158061288974,3,746.1770592152163,0
3232284268,3232274468,49166,37406,TCP,1489578545302094.0,0.0023158130052551,3,2049.614870477319,0
3232284278,3232272872,38247,37406,TCP,1489543862883768.2,0.002315815652072,3,1261.8875645068929,1
3232285637,3232272431,51468,205,TCP,1489583714748959.8,0.0023158360286415,3,494.9863838612509,1
3232284389,3232272572,51468,205,TCP,1489583714761767.8,0.0023158540546553,3,858.4960404532405,1
3232292645,3232272426,35487,205,TCP,1489583714731441.0,0.0023158106601607,3,451.5439136718654,1
3232284578,3232272426,35487,205,TCP,1489583714729387.0,0.0023158084148972,3,464.2699711792975,1
3232284267,3232274882,365,205,TCP,1489565963560951.0,0.0023158109768302,3,1248.996491415234,0
3232284272,3232272642,46756,205,TCP,1489547513482459.8,0.0023158211788465,3,978.8692664771996,0
3232284280,3232272698,43177,43134,TCP,1489578545325715.8,0.0023158258218316,3,1296.9362516886176,0
3232284886,3232272431,59484,205,TCP,1489583714739900.0,0.0023158235975373,3,501.9093037034313,1
3232284756,3232272427,35487,205,TCP,1489583714734786.2,0.0023158158781973,3,546.3195228168378,1
3232284415,3232272440,57569,205,TCP,1489572222917157.0,0.0023158308834611,3,614.0272607684432,1
3232284271,3232272441,43177,205,TCP,1489560978816254.0,0.0023158078795708,3,713.9419246228117,0
3232284270,3232272449,46756,205,TCP,1489578545290590.5,0.0023158073583364,3,697.5658996111424,0
3232287081,3232272426,35487,205,TCP,1489583714727309.8,0.0023158061612056,3,447.3000115885301,1
3232297056,3232272426,59484,205,TCP,1489583714732744.0,0.00231581252111,4,454.507657718345,1
3232285375,3232272434,35487,205,TCP,1489583714749262.0,0.0023158340932576,3,583.3787769009009,1
3232290460,3232272427,57340,205,TCP,1489583714737673.0,0.0023158196957596,3,470.566318035494,1
3232284268,3232272930,49166,49272,TCP,1489551355553714.0,0.002315811510537,3,1026.4251067555383,0
3232284465,3232272428,35487,205,TCP,1489583714731174.8,0.0023158103959714,3,466.7251280988364,1
3232284285,3232272508,57569,205,TCP,1489555593410817.8,0.0023158139092024,3,654.1652995784369,1
3232284268,3232278927,35487,49272,TCP,1489572222877669.0,0.002315813118755,3,1440.4251033430728,0
3232284267,3232279659,365,205,UDP,1489555593399699.5,0.0023158109687282,3,1296.2149113252574,0
3232284267,3232292223,365,205,UDP,1489547513427788.8,0.0023158067515091,3,452.48604046491766,0
3232284267,3232273399,365,59758,TCP,1489578545288742.5,0.0023158065810304,3,1844.896849494584,0
3232284298,3232272556,51468,205,TCP,1489543862913405.8,0.0023158275585367,3,860.1894831530092,1
3232284294,3232272446,46756,205,TCP,1489538772070174.5,0.0023158128668648,3,699.6554833616985,1
3232284268,3232272628,365,59758,TCP,1489555593397761.8,0.0023158102461467,3,1028.2656898825442,0
3232287649,3232272428,57340,205,TCP,1489583714734973.0,0.0023158151393531,3,459.67496007030434,1
3232284267,3232273576,51468,205,TCP,1489572222863468.8,0.0023158080936483,3,1601.185260409838,0
3232289925,3232272426,57340,205,TCP,1489583714727385.2,0.0023158062296401,4,447.2233968746314,1
3232284269,3232272516,43177,6439,TCP,1489543862867269.0,0.0023158098452424,3,1842.8831663585192,0
3232284394,3232272435,35487,205,TCP,1489551355543537.0,0.0023158097733617,3,505.2263786930847,1
3232284282,3232272473,46756,205,TCP,1489578545305466.8,0.0023158137781676,3,782.3569392394835,0
3232288133,3232272426,59484,205,TCP,1489583714729526.0,0.0023158083869545,3,452.2572428588222,1
3232284267,3232276985,365,205,TCP,1489578545292422.2,0.0023158080798962,3,1309.676770044783,0
3232286441,3232272432,57340,205,TCP,1489583714749203.5,0.0023158375427137,3,466.5864455363972,1
3232288254,3232272426,35487,205,TCP,1489583714727430.0,0.0023158062510551,3,447.3582783980167,1
3232285182,3232272426,35487,205,TCP,1489583714727624.5,0.0023158064388511,3,449.4264616463302,1
3232284267,3232272857,43177,205,TCP,1489547513425719.2,0.0023158062194471,3,920.863041556784,0
3232284267,3232273525,365,49272,TCP,1489578545287642.8,0.0023158062082574,3,1160.9110778824916,0
3232284269,3232272943,51468,6439,TCP,1489551355549061.2,0.00231581086723,3,1278.5724218296525,0
3232284275,3232272863,38247,205,TCP,1489565963598179.5,0.0023158255008904,3,965.949361449154,0
3232291312,3232272426,35487,205,TCP,1489583714729295.5,0.0023158082108741,3,449.3006744062383,1
3232286472,3232272433,35487,205,TCP,1489583714734134.8,0.0023158147832267,3,457.8010112255618,1
3232284267,3232275581,365,205,UDP,1489538772060378.5,0.0023158068434992,3,535.2917000653307,0
3232284571,3232272429,365,205,TCP,1489583714735029.2,0.0023158149698997,3,509.8051692974523,1
3232284267,3232273238,51468,1546,TCP,1489547513429731.8,0.002315806981785,3,2396.866278756429,0
3232284309,3232272466,43177,205,TCP,1489572222892497.5,0.0023158194727928,3,854.0891711086526,0
3232284267,3232273009,365,49272,TCP,1489565963547269.0,0.0023158065840562,3,1744.7248389298156,0
3232284267,3232277102,46756,49272,TCP,1489551355545579.8,0.0023158098779676,3,1220.4769913316186,0
3232284267,3232274194,365,49272,TCP,1489565963556517.5,0.0023158095418706,3,1621.2430749222635,0
3232284550,3232272434,59484,205,TCP,1489583714733624.2,0.0023158132311931,3,493.3473804097915,1
3232284281,3232299259,365,205,UDP,1489538772101193.0,0.0023158381183513,3,543.9723281534575,0
3232284275,3232272580,365,49272,TCP,1489551355569880.8,0.0023158157430738,3,844.2775059896699,0
3232289787,3232272499,35487,205,TCP,1489583714834237.0,0.0023159921483582,3,741.2492368846931,1
3232284267,3232274079,365,205,TCP,1489572222857741.8,0.0023158062397263,3,749.4572610305856,0
3232288046,3232272428,35487,205,TCP,1489583714743718.0,0.0023158251911971,3,470.3789443210858,1
3232285316,3232272441,43177,205,TCP,1489583714741430.0,0.0023158244137584,3,466.4426110266783,1
3232284295,3232272440,51468,1546,TCP,1489583714733520.0,0.0023158131054075,3,857.7208027952624,0
3232284267,3232272514,365,49272,TCP,1489560978814050.0,0.002315807128067,3,1248.7254603741249,0
3232284269,3232273453,51468,59758,TCP,1489551355558394.5,0.0023158128427838,3,1198.8675092051158,0
3232287329,3232272426,35487,205,TCP,1489583714729338.5,0.0023158082601567,3,452.888957630454,1
3232284316,3232272480,46756,205,TCP,1489538772075653.0,0.0023158154708472,3,554.4417624677901,1
3232285113,3232272426,35487,205,TCP,1489583714728474.8,0.0023158074244723,3,468.2796900843473,1
3232284268,3232272463,38247,43134,TCP,1489555593386488.2,0.0023158071787502,3,866.9175130605227,0
3232284273,3232272456,51468,6439,TCP,1489555593408975.2,0.002315813545326,3,1077.4511849111643,0
3232288625,3232272426,35487,205,TCP,1489583714732506.5,0.002315811836477,3,459.454498389426,1
3232284297,3232272500,51468,205,TCP,1489583714735750.0,0.0023158161367166,3,694.9927576793629,1
3232284367,3232272506,43177,6439,TCP,1489578545335480.0,0.0023158327617887,3,1007.2504599787494,1
3232305384,3232272426,57340,205,TCP,1489583714729015.0,0.0023158079372688,5,448.8178360072614,1
3232293176,3232272426,57340,205,TCP,1489583714735798.2,0.002315816440287,3,461.46643965245386,1
3232284284,3232272509,38247,49272,TCP,1489583714748177.8,0.002315832922275,3,1296.5754731161992,1
3232288897,3232272426,59484,205,TCP,1489583714731538.0,0.0023158110898806,3,452.712508093541,1
3232284277,3232272492,46756,59758,TCP,1489543862883046.8,0.0023158166323598,3,975.2021910191672,0
3232284268,3232272546,51468,59758,TCP,1489560978820105.2,0.002315808821294,3,944.0619654696602,0
3232284277,3232272698,365,1546,TCP,1489578545318209.2,0.0023158212774546,3,803.0711409653454,0
3232288612,3232272426,38247,205,TCP,1489583714728889.0,0.0023158076455349,3,453.0602378606332,1
3232284267,3232272672,365,49272,TCP,1489560978811753.2,0.0023158065571394,3,2237.361611611348,0
3232285229,3232272426,35487,205,TCP,1489583714730413.5,0.0023158095587579,3,466.61963511918447,1
3232284277,3232272570,51468,205,TCP,1489578545304935.2,0.1376840362566487,3,872.4259032830441,0
3232284552,3232272430,35487,205,TCP,1489583714736535.0,0.0023158170738592,3,534.5410603305247,1
3232284267,3232295105,365,205,UDP,1489551355536770.2,0.0023158079830167,3,499.61019388132775,0
3232290093,3232272427,35487,205,TCP,1489583714734790.5,0.0023158147584629,3,454.41310966285306,1
3232284279,3232272545,365,205,TCP,1489555593436590.0,0.0023158210508693,3,1117.2860819238283,0
3232287037,3232272426,35487,205,TCP,1489583714727931.0,0.0023158068112737,3,448.2752303835964,1
3232284268,3232276434,365,205,TCP,1489560978870700.2,0.0023158290747392,3,2239.123394671612,0
3232285003,3232272438,49166,205,TCP,1489583714743603.2,0.0023158253848208,3,511.04470545734273,1
3232284344,3232272634,35487,37406,TCP,1489551355700213.0,0.0023158611789467,3,1132.5660868875327,0
3232284700,3232272492,35487,205,TCP,1489551355635230.2,0.0023158361909295,3,540.6362034915486,1
3232284271,3232275087,365,205,UDP,1489578545308226.8,0.0023158168014023,3,651.8261190552695,0
3232284271,3232272684,365,1546,TCP,1489547513440222.5,0.0023158093950913,3,1074.5554179468463,1
3232285940,3232272430,57340,205,TCP,1489583714736976.2,0.0023158182906154,3,477.8379325763781,1
3232284550,3232272430,59484,205,TCP,1489583714739179.5,0.0023158211458031,3,509.1579749735077,1
3232284291,3232272630,46756,6439,TCP,1489583714739410.8,0.0023158198403478,3,758.1403075870608,1
3232288939,3232272426,59484,205,TCP,1489583714728007.5,0.002315806765019,3,447.65525653060894,1
3232284270,3232272577,51468,49272,TCP,1489538772066325.8,0.0023158100084262,3,906.3820389204292,0
3232285090,3232272431,51468,205,TCP,1489583714743948.0,0.0023158268375301,3,477.1985694832754,1
3232285895,3232272426,59484,205,TCP,1489583714729900.8,0.0023158088921582,3,450.5447348209492,1
