srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label
3232291856,3232289284,33535,2098,TCP,1489767633956354.2,0.0,1,58.0,1
3232261126,3232291856,80,51371,TCP,1489760300025643.2,0.002,4,272.0,0
3232291856,3232261126,36767,80,TCP,1489760286744837.0,0.005,6,545.0,1
2469552680,3232291853,997,58600,TCP,1489760337103525.8,0.011,6,545.0,0
3232291856,3232289283,36919,1122,TCP,1489771116644749.8,0.0,1,58.0,1
3232291856,3232289284,33536,6019,TCP,1489766796705688.8,0.0,1,58.0,1
3232261126,3232291856,80,36461,TCP,1489760335405602.8,0.006,4,272.0,0
3232291856,3232289283,35066,3258,TCP,1489769406355509.0,0.0,1,58.0,1
3232261126,3232291856,80,35533,TCP,1489760339336038.0,0.004,4,272.0,0
3232291856,3232261126,36919,80,TCP,1489760286470457.2,0.002,6,545.0,1
3232261126,3232291856,80,34213,TCP,1489760285608927.0,0.004,3,206.0,0
3232289281,3232291856,445,35259,TCP,1489771262203929.0,0.0,1,54.0,0
3232291856,3232261126,33536,80,TCP,1489760283689421.5,0.005,6,545.0,1
3232261126,3232291856,80,51774,TCP,1489760298957434.2,0.002,4,272.0,0
3232291856,3232261126,60777,80,TCP,1489760279363970.8,0.004,6,545.0,1
3232289281,3232291856,8330,34513,TCP,1489770611413996.5,0.0,1,54.0,0
3232291856,3232261126,54312,80,TCP,1489760311185411.2,0.003,6,545.0,1
3232261126,3232291856,80,50735,TCP,1489760298045943.0,0.001,4,272.0,0
3232291856,3232261126,63551,80,TCP,1489760286089426.2,0.003,5,479.0,1
3232291856,3232261126,51732,80,TCP,1489760300343251.2,0.002,6,545.0,1
3232261126,3232291856,80,36860,TCP,1489760330485907.0,0.003,3,206.0,0
3232291856,3232261126,55722,80,TCP,1489760312425285.0,0.0,5,479.0,1
3232291856,3232261126,36919,80,TCP,1489760336817039.2,0.0069999999999999,6,545.0,1
3232291856,3232289285,35258,33535,TCP,1489768906958014.5,0.0,1,58.0,1
3232261126,3232291856,80,48879,TCP,1489760292921602.2,0.006,3,206.0,0
3232291856,3232261126,58217,80,TCP,1489760321344848.2,0.002,5,479.0,1
3232289281,3232261125,36920,445,TCP,1489767563931172.2,0.003,2,174.0,0
3232291856,3232261126,60504,80,TCP,1489760278556444.0,0.004,6,545.0,1
3232291856,3232289284,33535,15717,TCP,1489766201246189.5,0.0,1,58.0,1
3232286725,3232291856,7079,36991,TCP,1489771212849929.0,0.0,1,54.0,0
3232291856,3232261126,36174,80,TCP,1489760336368372.0,0.004,5,479.0,1
3232261126,3232291856,80,52127,TCP,1489760302642551.8,0.004,3,206.0,0
3232291856,3232261126,55726,80,TCP,1489760313508412.8,0.004,6,545.0,1
3232291856,3232261126,1723,80,TCP,1489760280929901.2,0.004,5,479.0,1
3232291856,3232261126,53698,80,TCP,1489760304916708.0,0.003,5,479.0,1
3232291856,3232261126,57438,80,TCP,1489760321460489.0,0.006,6,545.0,1
3232291856,3232261126,36919,80,TCP,1489760338658468.0,0.009,6,545.0,1
3232289281,3232291856,2641,36885,TCP,1489770412717021.8,0.0,1,54.0,0
3232291856,3232289285,34398,41443,TCP,1489768491845236.8,0.005,2,108.0,1
3232291856,3232261126,49733,80,TCP,1489760297715772.0,0.003,6,545.0,1
3232261125,3232291848,457,35294,TCP,1489760547926821.0,0.0,1,108.0,0
3232291856,3232261126,50070,80,TCP,1489760297176181.2,0.004,5,479.0,1
3232261125,3232289285,139,56150,TCP,1489760339321901.2,0.0,1,108.0,0
3232261126,3232291856,80,36919,TCP,1489760337833471.2,0.006,4,272.0,0
3232291856,3232261126,57945,80,TCP,1489760323128199.8,0.004,5,479.0,1
3232261126,3232291856,80,49195,TCP,1489760295183964.5,0.004,4,272.0,0
3232291856,3232261126,55700,80,TCP,1489760311821086.0,0.0069999999999999,6,545.0,1
3232261126,3232291856,80,55068,TCP,1489760313039799.0,0.0,2,174.0,0
3232289283,3232291856,5408,33535,TCP,1489767864118574.2,0.0,1,54.0,0
3232261125,3232289285,445,40064,TCP,1489765811089774.5,0.0,1,108.0,0
3232291856,3232261126,57181,80,TCP,1489760319583064.0,0.003,5,479.0,1
3232291856,3232289285,33536,2690,TCP,1489768141763925.5,0.0,1,58.0,1
3232291856,3232291930,32800,80,UDP,1489770158208023.2,0.0,1,206.0,1
3232291856,3232289284,33536,546,TCP,1489770035387854.0,0.0,1,58.0,1
3232291856,3232289284,36920,445,TCP,1489770672892675.0,0.0,1,58.0,1
3232261126,3232291856,80,51975,TCP,1489760300760846.8,0.006,4,272.0,0
3232291856,3232289284,33535,3729,TCP,1489767308497914.2,0.0,1,58.0,1
3232261126,3232291856,80,52754,TCP,1489760304758067.8,0.004,4,272.0,0
3232261125,3232289285,445,56965,TCP,1489771273592213.8,0.0,1,108.0,0
3232291856,3232261126,50850,80,TCP,1489760299933952.0,0.004,6,545.0,1
3232291856,3232261126,60005,80,TCP,1489760278575469.2,0.006,6,545.0,1
3232291856,3232289283,36920,2167,TCP,1489771849779062.5,0.0,1,58.0,1
3232261125,3232289285,445,36922,TCP,1489767679759998.5,0.0,1,108.0,0
3232291856,3232289284,34601,32783,TCP,1489770662211800.8,0.0,1,58.0,1
3232291856,3232289282,35908,6047,TCP,1489769525222417.2,0.0,1,58.0,1
3232291856,3232261126,55656,80,TCP,1489760313905203.2,0.0069999999999999,5,479.0,1
3232289282,3232291856,2036,36454,TCP,1489771152032797.0,0.0,1,54.0,0
3232291856,3232289284,33535,1039,TCP,1489765714659174.2,0.0,1,58.0,1
3232289283,3232291856,2618,33535,TCP,1489767126547957.2,0.0,1,54.0,0
3232291856,3232261126,45240,80,TCP,1489760337502642.8,0.005,5,479.0,1
3232261126,3232291856,80,42811,TCP,1489760291042018.8,0.004,4,272.0,0
3232291856,3232261126,59405,80,TCP,1489760327830335.2,0.003,5,479.0,1
3232291856,3232261126,58508,80,TCP,1489760325186815.5,0.006,6,545.0,1
3232291856,3232261126,55728,80,TCP,1489760312680304.2,0.004,5,479.0,1
3232261126,3232291856,80,56682,TCP,1489760319069176.5,0.002,3,206.0,0
3232291844,3232261125,49798,445,TCP,1489771248711875.0,0.0,1,92.0,0
3232291856,3232261126,60474,80,TCP,1489760279464863.2,0.008529656761051595,6,545.0,1
3232261124,3232289285,430,50295,TCP,1489767709466092.8,0.08697421638941905,8,1244.1257455358602,0
3232291856,3232261126,54902,80,TCP,1489760313890949.8,0.006,5,479.0,1
3232291856,3232261126,46825,80,TCP,1489760288335927.0,0.004,6,545.0,1
3232291856,3232261126,60650,80,TCP,1489760330654291.0,0.005,6,545.0,1
3232291856,3232261126,56269,80,TCP,1489760314658692.2,0.007105621710215815,6,545.0,1
3232261126,3232291856,80,54706,TCP,1489760310145666.8,0.005,4,272.0,0
3232261126,3232291856,80,49214,TCP,1489760332614045.2,0.0,3,206.0,0
3232291856,3232261126,60184,80,TCP,1489760329567091.8,0.0069999999999999,6,545.0,1
3232261126,3232291856,80,35445,TCP,1489760338479554.8,0.006,3,206.0,0
3232291856,3232261126,36919,80,TCP,1489760288418317.0,0.002,6,545.0,1
3232261126,3232291856,80,33790,TCP,1489760284231702.0,0.001,3,206.0,0
3232261126,3232291856,80,36405,TCP,1489760335165000.5,0.001,4,272.0,0
3232261126,3232291856,80,33769,TCP,1489760283766884.8,0.006,4,272.0,0
3232291856,3232289284,36352,5954,TCP,1489770059545661.5,0.0,1,58.0,1
3232261126,3232291856,80,58888,TCP,1489760325599800.8,0.003,4,272.0,0
3232261126,3232291856,80,53720,TCP,1489760307841405.5,0.003,4,272.0,0
3232291856,3232261126,36919,80,TCP,1489760289026869.0,0.004,5,479.0,1
3232291856,3232261126,51892,80,TCP,1489760303827917.0,0.005,5,479.0,1
3232289281,3232291856,1743,47547,TCP,1489772068292370.5,0.0,1,54.0,0
3232289282,3232291856,3702,33535,TCP,1489768023614012.2,0.0,1,54.0,0
3232291856,3232261126,36919,80,TCP,1489760336447104.2,0.006,5,479.0,1
3232291856,3232289281,36745,5907,TCP,1489771546837519.0,0.0,1,58.0,1
3232291856,3232261125,47935,445,TCP,1489768471347102.0,0.0,1,206.0,0
3232291856,3232261126,34300,80,TCP,1489760284696900.2,0.005,6,545.0,1
3232291856,3232261126,57839,80,TCP,1489760322455814.2,0.0069999999999999,6,545.0,1
3232291856,3232261126,60275,80,TCP,1489760278518567.0,0.005,6,545.0,1
3232291856,3232261126,56467,80,TCP,1489760318258210.0,0.004,5,479.0,1
3232291856,3232261126,50961,80,TCP,1489760299986693.2,0.003,5,479.0,1
3232289282,3232291856,32953,35098,TCP,1489769812852289.5,0.0,1,54.0,0
3232261126,3232291856,80,29536,TCP,1489760281619199.8,0.003,4,272.0,0
3232261126,3232291856,80,54415,TCP,1489760309709629.0,0.003,4,272.0,0
3232289281,3232291856,576,36919,TCP,1489770791842305.2,0.0,1,54.0,0
3232291856,3232261126,51432,80,TCP,1489760299534880.8,0.005,5,479.0,1
3232291856,3232261126,36920,80,TCP,1489760306192837.2,0.006,6,545.0,1
3232261126,3232291856,80,55948,TCP,1489760314390080.8,0.006,4,272.0,0
3232289281,3232291856,2027,33617,TCP,1489768205364180.8,0.0,1,54.0,0
3232261126,3232291856,80,48056,TCP,1489760287523926.5,0.005,4,272.0,0
3232261126,3232291856,80,55658,TCP,1489760312179320.8,0.0069999999999999,4,272.0,0
3232291856,3232261125,52426,445,TCP,1489762627709868.2,0.0,2,174.0,0
3232261126,3232291856,80,51757,TCP,1489760305670652.0,0.004,4,272.0,0
3232291856,3232261126,37192,80,TCP,1489760288713415.8,0.004,6,545.0,1
3232261126,3232291856,80,36919,TCP,1489760284795133.5,0.004,4,272.0,0
3232291851,3232261125,53665,445,TCP,1489766741334731.8,0.002,2,174.0,0
3232289281,3232291856,1262,36350,TCP,1489770678464270.0,0.0,1,54.0,0
3232261126,3232291856,80,36240,TCP,1489760335229449.2,0.004,4,272.0,0
3232291856,3232261126,60585,80,TCP,1489760279475372.0,0.003,6,545.0,1
3232261126,3708664034,80,36919,UDP,1489770888293429.5,0.004,3,479.0,0
3232291856,3232261126,56606,80,TCP,1489760316050643.5,0.005,5,479.0,1
3232291856,3232261126,36920,80,TCP,1489760342652355.5,13.720532781995503,6,545.0,1
3232291856,3232289285,37311,9013,TCP,1489770983639099.8,0.0,1,58.0,1
3232289282,3232291856,7177,34543,TCP,1489770382507611.2,0.0,1,54.0,0
3232291856,3232261126,33918,80,TCP,1489760284361135.5,0.005,6,545.0,1
3232261126,3232291856,80,51352,TCP,1489760295643619.8,0.003,4,272.0,0
3232261126,3232291856,80,55956,TCP,1489760314861008.8,0.002,3,206.0,0
3232291856,3232289284,36920,3617,TCP,1489771851813584.5,0.0,1,58.0,1
3232261126,3232291856,80,51229,TCP,1489760299130130.5,0.006,4,272.0,0
3232261126,3232291856,80,53853,TCP,1489760307386542.5,0.005,4,272.0,0
3232291856,3232289283,36538,9047,TCP,1489771218688524.8,0.0,1,58.0,1
3232291856,3232261126,36874,80,TCP,1489760286948212.2,0.008,6,545.0,1
3232291856,3232261126,36919,80,TCP,1489760286880385.2,0.0069999999999999,6,545.0,1
3232291856,3232261126,35839,80,TCP,1489760335682199.8,0.009,6,545.0,1
3232289281,3232292095,80,445,UDP,1489767238485028.0,0.0,1,206.0,0
3232291856,3232261126,52716,80,TCP,1489760298938912.0,0.006,6,545.0,1
3232289281,3232291856,5560,42007,TCP,1489771926672513.2,0.0,1,54.0,0
3232291856,3232261126,36436,80,TCP,1489760285088532.0,0.003,6,545.0,1
3232291856,3232289283,33535,5536,TCP,1489765918288355.5,0.0,1,58.0,1
3232261126,3232291856,80,57222,TCP,1489760320474875.2,0.002,3,206.0,0
3232291856,3232289283,36413,2116,TCP,1489770850498956.8,0.0,1,58.0,1
3232291856,3232261126,40686,80,TCP,1489760288628229.2,0.002,5,479.0,1
3232261126,3232291856,80,54874,TCP,1489760311077654.0,0.005,4,272.0,0
3232289285,3232291856,5658,33287,TCP,1489768094219294.2,0.0,1,54.0,0
3232291856,3232261126,54083,80,TCP,1489760308592753.8,0.002,6,545.0,1
3232261125,3232291849,8981,36919,TCP,1489768453372878.5,0.1656783425892703,10,3152.8758417119757,0
3232261126,3232291856,445,33479,UDP,1489768491298856.8,0.12188342264231464,3,272.0,0
3232261126,3232291856,80,48041,TCP,1489764979582765.0,0.0,3,206.0,0
3232261126,3232291856,80,56250,TCP,1489760314741374.2,0.001,4,272.0,0
3232261126,3232291856,80,54767,TCP,1489760308771221.0,0.003,3,206.0,0
3232261126,3232291856,80,40236,TCP,1489760288570103.0,0.001,4,272.0,0
3232291856,3232261126,54370,80,TCP,1489760309307562.0,0.003,6,545.0,1
3232291856,3232261126,60291,80,TCP,1489760278391521.0,0.004,5,479.0,1
3232261126,3232291856,80,50228,TCP,1489760294785875.8,0.005,4,272.0,0
3232291856,3232261126,34446,80,TCP,1489760334353949.8,0.004,5,479.0,1
3232261126,3232291856,80,56796,TCP,1489760315610447.5,0.002,4,272.0,0
3232291856,3232261126,36919,80,TCP,1489760285525831.2,0.004,6,545.0,1
3232289281,3232291856,445,35526,TCP,1489768586117302.5,0.0,1,54.0,0
3232291856,3232289284,33535,3775,TCP,1489766378621521.2,0.0,1,58.0,1
3232261126,3232291856,80,60971,TCP,1489760282937395.2,0.001,4,272.0,0
3232261126,3232291856,80,33905,TCP,1489760284293702.8,0.003,3,206.0,0
3232261126,3232291856,80,36919,TCP,1489762481604205.0,0.004,4,272.0,0
3232261126,3232291856,80,58555,TCP,1489760323543944.8,0.006,3,206.0,0
3232291856,3232261126,53552,80,TCP,1489760308799906.2,0.005,6,545.0,1
3232291856,3232261126,51815,80,TCP,1489760301637852.2,0.006,6,545.0,1
3232291856,3232261126,54936,80,TCP,1489760311550505.2,0.0069999999999999,6,545.0,1
3232291856,3232261126,57367,80,TCP,1489760321585701.5,0.005,5,479.0,1
3232289281,3232291856,2848,35007,TCP,1489770277942291.2,0.0,1,54.0,0
3232291856,3232289284,35289,33450,TCP,1489770481089177.0,0.0,1,58.0,1
3232291856,3232261126,51534,80,TCP,1489760303721251.0,0.005,5,479.0,1
3232291856,3232261126,52007,80,TCP,1489760300726280.8,0.003,5,479.0,1
3232261125,3232291846,445,36558,TCP,1489760338477217.5,0.0,1,108.0,0
3232261126,3232291856,80,36257,TCP,1489760334780267.0,0.002,4,272.0,0
3232261126,3232291856,80,57228,TCP,1489760319518724.0,0.003,3,206.0,0
3232261126,3232291856,80,51818,TCP,1489760302116466.2,0.003,3,206.0,0
3232291856,3232261126,36397,80,TCP,1489760331518853.5,0.011702374156933691,6,545.0,1
3232291856,3232261126,33535,80,TCP,1489760282804841.8,0.004,6,545.0,1
3232291856,3232261126,48610,80,TCP,1489760291125164.8,0.005,5,479.0,1
3232291849,3232261125,35118,445,TCP,1489765654230908.2,0.004,3,206.0,0
3232291856,3232289284,33535,2586,TCP,1489767087552138.5,0.0,1,58.0,1
3232261126,3232291856,80,58338,TCP,1489760324326746.5,0.003,4,272.0,0
3232261126,3232291856,80,58702,TCP,1489760324608263.5,0.004,3,206.0,0
3232291856,3232289284,33535,53933,TCP,1489767615446994.0,0.0,1,58.0,1
3232291856,3232261126,53167,80,TCP,1489760305478470.5,0.004,6,545.0,1
3232261126,3232291856,80,51594,TCP,1489760301710261.0,0.002,3,206.0,0
3232291856,3232261126,50703,80,TCP,1489760298862291.8,0.0069999999999999,6,545.0,1
3232261126,3232291856,80,54115,TCP,1489760307206202.2,0.003,3,206.0,0
3232291856,3232261126,52299,80,TCP,1489760302818728.8,0.005,6,545.0,1
3232291856,3232261126,45661,80,TCP,1489760339994499.2,0.004,6,545.0,1
3232291856,3232261126,58964,80,TCP,1489760328194146.8,0.008,6,545.0,1
3232291856,3232261126,56311,80,TCP,1489760314996036.0,0.002,5,479.0,1
3232291856,3232261126,52299,80,TCP,1489760301728566.0,0.002,5,479.0,1
3232261126,3232291856,80,36919,TCP,1489760342812755.8,0.006,4,272.0,0
3232291856,3232261126,54366,80,TCP,1489760309869351.5,0.005,6,545.0,1
3232291856,3232289285,33536,10182,TCP,1489767864323040.5,0.0,1,58.0,1
3232261126,3232291856,80,36400,TCP,1489760734530061.2,0.0069999999999999,3,206.0,0
3232261126,3232291856,80,51589,TCP,1489760302860623.2,0.004,4,272.0,0
3232261126,3232291856,80,52348,TCP,1489760301830015.5,0.004,3,206.0,0
3232291856,3232261126,36919,80,TCP,1489760338477798.8,0.005,6,545.0,1
3232261126,3232291856,80,36303,TCP,1489760286732541.5,0.003,4,272.0,0
3232291853,3232261124,49430,445,TCP,1489760340413864.2,0.1287285398891812,15,2028.9802903445811,0
3232291856,3232261126,37216,80,TCP,1489760342966773.5,0.006,6,545.0,1
3232261126,3232291856,80,56324,TCP,1489760319582424.2,0.003,3,206.0,0
3232261126,3232291856,80,40141,TCP,1489760290465618.0,0.002,4,272.0,0
3232291856,3232289282,33536,33214,TCP,1489770055391660.0,0.0,1,58.0,1
3232291841,3232261125,57838,337,TCP,1489766981041225.8,0.0,1,108.0,0
3232261125,3232291856,445,55291,TCP,1489767270934518.0,0.0,1,70.0,0
3232261126,3232291856,80,48065,TCP,1489760293806570.8,0.004,4,272.0,0
3232261126,3232291856,80,54687,TCP,1489760311895247.0,0.004,4,272.0,0
3232291856,3232261126,35570,80,TCP,1489760284299518.0,0.004,5,479.0,1
3232291856,3232261126,53914,80,TCP,1489760308429484.0,0.002,5,479.0,1
3232291856,3232261126,33535,80,TCP,1489760282207613.0,0.005,5,479.0,1
3232291856,3232289284,0,8,ICMP,1489768549668299.5,0.0,1,42.0,1
3232291856,3232261126,36919,80,TCP,1489760339692971.0,0.004,6,545.0,1
3232261126,3232291856,80,54375,TCP,1489760307157364.0,0.008,4,272.0,0
3232261125,3232289284,445,33535,TCP,1489767489340212.8,0.0,1,108.0,0
3232287339,3232291856,1229,34895,TCP,1489768799708323.5,0.0,1,54.0,0
3232261126,3232291856,80,54806,TCP,1489760309687064.5,0.003,4,272.0,0
3232289284,3232261125,49991,445,TCP,1489767956313538.0,0.0,1,58.0,0
3232289281,3232291856,557,33837,TCP,1489768101156289.8,0.0,1,54.0,0
3232291856,3232261126,57249,80,TCP,1489760320149282.5,0.005,5,479.0,1
3232261126,3232291856,80,34732,TCP,1489760285766018.2,0.004,3,206.0,0
3232291856,3232261126,59646,80,TCP,1489760329091012.0,0.0069999999999999,5,479.0,1
3232261126,3232291856,80,60458,TCP,1489760278118881.8,0.005,4,272.0,0
3232261126,3232291856,80,57362,TCP,1489760318357135.0,0.003,4,272.0,0
3232261126,3232291856,80,56923,TCP,1489760318875672.0,0.002,4,272.0,0
3232291856,3232261126,51340,80,TCP,1489760300316780.8,0.003,6,545.0,1
3232261126,3232291856,80,49646,TCP,1489760296302828.2,0.004,3,206.0,0
3232291852,3232291856,80,445,UDP,1489770805373992.5,0.0,1,58.0,0
3232291856,3232289283,33535,2698,TCP,1489766096895399.2,0.0,1,58.0,1
3232291856,3232289284,36919,1866,TCP,1489771426114735.2,0.0,1,58.0,1
3232291856,3232261126,45811,80,TCP,1489760291169055.8,0.008,6,545.0,1
3232261126,3232291856,80,60084,TCP,1489760278084637.2,0.004,4,272.0,0
3232261126,3232291856,80,60143,TCP,1489760329624676.5,0.004,4,272.0,0
3232261126,3232291856,80,40723,TCP,1489760288645237.0,0.004,4,272.0,0
3232289282,3232291856,5457,36436,TCP,1489770461003997.2,0.0,1,54.0,0
3232291846,3232292095,80,80,UDP,1489767860095277.5,0.0,1,174.0,0
3232261126,3232291856,80,34920,TCP,1489760331087850.5,0.002,3,206.0,0
3232291856,3232289282,35499,3974,TCP,1489768632672811.2,0.0,1,58.0,1
3232291856,3232261126,50851,80,TCP,1489760298260559.8,0.006,6,545.0,1
3232261125,3232291847,445,51650,TCP,1489771875949092.2,0.0,1,66.0,0
3232261126,3232291856,80,58903,TCP,1489760335992287.5,0.006,4,272.0,0
3232289552,3232261125,36919,445,TCP,1489768089041884.2,0.002,2,174.0,0
3232291856,3232261126,60653,80,TCP,1489760333495000.5,0.002,5,479.0,1
3232289284,3232291856,0,3,ICMP,1489762430163578.8,31.974325340252754,3,206.0,0
3232291856,3232261126,36767,80,TCP,1489760335541088.8,0.0069999999999999,6,545.0,1
3232291856,3232261126,50111,80,TCP,1489760294150762.8,0.005,6,545.0,1
3232291856,3232289284,33535,632,TCP,1489766207301482.5,0.0,1,58.0,1
3232291844,3232261125,54425,445,TCP,1489768135614708.2,0.004,2,174.0,0
3232289283,3232291856,2114,34895,TCP,1489767971331018.5,0.0,1,54.0,0
3232291856,3232261126,57287,80,TCP,1489760320361949.0,0.006,6,545.0,1
3232261126,3232291856,80,56542,TCP,1489760314514165.8,0.005,4,272.0,0
3232261126,3232291856,80,59544,TCP,1489760328160721.5,0.004,4,272.0,0
3232261126,3232291856,80,49264,TCP,1489760295228165.5,0.004,3,206.0,0
3232261126,3232291856,80,59631,TCP,1489760325986271.8,0.0068312786344994205,4,272.0,0
