srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label
3232291856,3232261126,57850,80,TCP,1489760319727454.2,0.005,6,545.0,1
3232291856,3232261126,49334,80,TCP,1489760294078204.0,0.003,6,545.0,1
3232289281,3232291856,33535,33535,TCP,1489766566764050.8,0.0,1,54.0,0
3232291856,3232261126,33535,80,TCP,1489760282247982.0,0.003,6,545.0,1
3232261126,3232291856,80,41864,TCP,1489760289407514.0,0.008864164244242904,4,272.0,0
3232289282,3232291856,445,33547,TCP,1489772059538344.2,0.0,1,58.0,0
3232291856,3232261126,48632,80,TCP,1489760290433324.0,0.003,5,479.0,1
3232291856,3232261126,35393,80,TCP,1489760340810664.5,0.005,5,479.0,1
3232261126,3232291856,80,44059,TCP,1489760288573040.5,0.0069999999999999,4,272.0,0
3232291856,3232289283,36919,597,TCP,1489771913292621.2,0.0,1,58.0,1
3232291856,3232261126,56378,80,TCP,1489760314612925.2,0.005,6,545.0,1
3232261126,3232291856,80,34997,TCP,1489760337362481.2,0.006,4,272.0,0
3232261126,3232291856,80,51623,TCP,1489760301824000.8,0.0,3,266.1948851944492,0
3232291856,3232261126,49974,80,TCP,1489760295535472.2,0.004,5,479.0,1
3232261126,3232291856,80,56644,TCP,1489760314317633.2,0.002,4,272.0,0
3232291856,3232261126,39743,80,TCP,1489760289065583.0,0.002,6,545.0,1
3232291856,3232261126,53864,80,TCP,1489760306116556.2,0.003,6,545.0,1
3232291856,3232289282,33536,33666,TCP,1489765912481220.2,0.0,1,58.0,1
3232291856,3232261126,54926,80,TCP,1489760306838173.0,0.004,6,545.0,1
3232261126,3232291856,80,35696,TCP,1489760283442076.0,0.002,4,272.0,0
3232291856,3232261126,36919,80,TCP,1489760334612465.5,0.005,5,479.0,1
3232291850,3232292095,445,80,UDP,1489767004617257.8,0.0,1,70.0,0
3232291856,3232289282,36934,445,TCP,1489771407764420.5,0.0,1,58.0,1
3232291856,3232289284,33535,2282,TCP,1489767358845533.5,0.0,1,58.0,1
3232291856,3232289283,33579,1145,TCP,1489768407467521.8,0.0,1,58.0,1
3232291856,3232261126,59403,80,TCP,1489760328075913.5,0.006,6,545.0,1
3232291856,3232261126,36919,80,TCP,1489760864922998.0,0.009,6,545.0,1
3232291856,3232289284,34914,48151,TCP,1489770193756700.8,0.0,1,58.0,1
3232261126,3232291856,80,55622,TCP,1489760311927914.5,0.003,3,206.0,0
3232261125,3232289285,445,37069,TCP,1489760342893894.0,0.0,1,108.0,0
3232291856,3232261126,36016,80,TCP,1489761689268199.8,0.006,6,545.0,1
3232291845,3232292095,80,138,UDP,1489760340201155.8,0.0,1,206.0,0
3232291856,3232289284,33536,11,TCP,1489763263476743.8,0.0,1,58.0,1
3232261125,3232289285,445,37271,TCP,1489760343026081.0,0.0,1,108.0,0
3232261126,3232291856,80,52624,TCP,1489760304805112.0,0.003,3,206.0,0
3232261126,3232291856,80,54790,TCP,1489760311791537.2,0.004,4,272.0,0
3232291856,3232261126,56631,80,TCP,1489760316241055.5,0.009,6,545.0,1
3232291856,3232261126,52443,80,TCP,1489760300805341.8,0.006,5,479.0,1
3232291856,3232289285,33536,10529,TCP,1489767844442819.0,0.0,1,58.0,1
3232291856,3232289281,33535,80,TCP,1489766778315561.8,0.0,1,58.0,1
3232291856,3232289284,33535,2067,TCP,1489766921990564.5,0.0,1,58.0,1
3232291856,3232289282,35346,1486,TCP,1489769623617570.0,0.0,1,58.0,1
3232291856,3232261126,49000,80,TCP,1489760295074079.2,0.0069999999999999,6,545.0,1
3232261126,3232291856,80,37060,TCP,1489760289067491.5,0.004,3,206.0,0
3232261126,3232291856,80,53326,TCP,1489760303032118.5,0.005,4,272.0,0
3232291856,3232261126,60276,80,TCP,1489760278287701.8,0.005,5,479.0,1
3232291856,3232261125,56708,445,TCP,1489768971294693.0,0.01188004889747456,2,206.0,0
3232289282,3232291856,658,33535,TCP,1489766310976877.8,0.0,1,54.0,0
3232261126,3232291856,80,44311,TCP,1489760290237979.2,0.003,4,272.0,0
3232291856,3232261126,59414,80,TCP,1489760327739196.5,0.011700241117224836,6,545.0,1
3232291856,3232261126,56204,80,TCP,1489760313582579.0,0.005827734222342149,6,545.0,1
3232261125,3232291856,1342,56393,TCP,1489767408881495.0,0.0,1,71.54486560995213,0
3232261126,3232291856,80,60495,TCP,1489760279154872.5,0.003,3,206.0,0
3232261125,3232289284,138,36919,TCP,1489771787604658.5,0.0,1,108.0,0
3232291856,3232289284,36304,5525,TCP,1489771489214384.5,0.0,1,58.0,1
3232291856,3232261126,60759,80,TCP,1489760335824268.0,0.003,5,479.0,1
3232291853,3232261125,58665,445,TCP,1489767818478867.0,0.011669038517170547,2,191.39012886844765,0
3232291856,3232289284,33536,80,TCP,1489765783498236.8,0.002,3,174.0,1
3232261126,3232291856,80,55633,TCP,1489760312684401.8,0.003,3,206.0,0
3232291856,3232261126,60766,80,TCP,1489760279556048.8,0.006,5,479.0,1
3232261126,3232291856,80,54313,TCP,1489760309435604.2,0.006,4,272.0,0
3232261126,3232291856,80,49742,TCP,1489760295979890.8,0.006,4,272.0,0
3232291856,3232261126,52506,80,TCP,1489760306987082.5,0.006,5,479.0,1
3232289284,3232291856,0,2,ICMP,1489768063484860.0,0.0,1,87.99423597171489,0
3232291856,3232289284,33535,445,TCP,1489767278738187.8,0.0,1,58.0,1
3232261126,3232291856,80,52323,TCP,1489760301567486.2,0.004,4,272.0,0
3232291856,3232261126,49048,80,TCP,1489760292291335.0,0.003,6,545.0,1
3232289282,3232291856,3529,33526,TCP,1489766873025483.8,0.0,1,54.0,0
3232261126,3232291856,80,56263,TCP,1489760313728876.8,0.0,4,206.0,0
3232291856,3232261126,36919,80,TCP,1489760286905673.2,0.009,6,545.0,1
3232261126,3232291856,80,57935,TCP,1489760321555323.2,0.005,4,272.0,0
3232291856,3232261126,42760,80,TCP,1489760290688051.2,0.009,6,545.0,1
3232289281,3232291856,5046,33535,TCP,1489767289380771.8,0.0,1,54.0,0
3232291856,3232261126,37341,80,TCP,1489760290610530.5,0.004,6,545.0,1
3232261126,3232291856,80,50673,TCP,1489760300716916.8,0.003,3,206.0,0
3232261126,3232291856,80,35151,TCP,1489760332014649.8,0.005,4,272.0,0
3232291856,3232289284,34998,19241,TCP,1489770830005755.5,0.0,1,58.0,1
3232261126,3232291856,80,52705,TCP,1489760303464786.5,0.003,3,206.0,0
3232291856,3232261126,60763,80,TCP,1489760279982776.8,0.003,6,545.0,1
3232291856,3232289282,34322,60318,TCP,1489770926312109.8,0.0,1,58.0,1
3232261126,3232291856,80,48259,TCP,1489760295235861.5,0.0,3,206.0,0
3232291845,3232292095,139,94,UDP,1489765123415032.2,0.0,1,206.0,0
3232291856,3232261126,48915,80,TCP,1489760296841988.8,0.003,6,545.0,1
3232261126,3232291856,80,54222,TCP,1489760311485103.5,0.002,3,206.0,0
3232261126,3232291856,80,53889,TCP,1489760308403867.0,0.005,4,272.0,0
3232261125,3232289284,445,47546,TCP,1489766224282871.2,0.0,1,108.0,0
3232261125,3232289285,445,35639,TCP,1489767199070077.5,0.0,1,108.0,0
3232291856,3232289284,33536,445,TCP,1489765900055074.2,0.0,1,58.0,1
3232291856,3232261126,60347,80,TCP,1489760334020526.0,0.002,6,545.0,1
3232261125,3232291854,1548,36147,TCP,1489768782780195.0,0.4271245860989416,6,545.0,0
3232261126,3232291856,80,51354,TCP,1489760301005876.0,0.006,4,272.0,0
3232291856,3232289283,36919,4976,TCP,1489771820734152.2,0.0,1,58.0,1
3232261126,3232291856,80,36907,TCP,1489760287530660.2,0.002,4,272.0,0
3232291856,3232261126,52763,80,TCP,1489760304314734.8,0.004,6,545.0,1
3232291856,3232261126,51072,80,TCP,1489760296716416.8,0.0032776867630245057,6,545.0,1
3232291856,3232289284,36934,33492,TCP,1489772047178495.0,0.0,1,58.0,1
3232291856,3232289284,33010,32876,TCP,1489766251525895.5,0.0,1,58.0,1
3232289283,3232292004,80,445,UDP,1489760339208006.8,0.0,1,206.0,0
3232261126,3232291856,80,33535,TCP,1489760282664586.8,0.005,4,272.0,0
3232261126,3232291856,80,47667,TCP,1489760290765141.8,0.002,4,272.0,0
3232261125,3232291852,445,36919,TCP,1489765873987964.8,0.0,1,70.0,0
3232291856,3232261126,57803,80,TCP,1489760322378283.5,0.0022271807049042158,6,545.0,1
3232291856,3232261126,33535,80,TCP,1489760282065649.8,0.004,6,545.0,1
3232261126,3232291856,80,49078,TCP,1489760291475443.0,0.005,4,272.0,0
3232261126,3232291856,80,50450,TCP,1489760300409504.2,0.005,3,206.0,0
3232261126,3232291856,80,57778,TCP,1489760321182003.8,0.005,4,272.0,0
3232291856,3232261126,60062,80,TCP,1489760278340020.8,0.004,6,545.0,1
3232291856,3232261126,50885,80,TCP,1489760298460158.5,0.004,5,479.0,1
3232261126,3232291856,80,33784,TCP,1489760283420607.5,0.004,4,272.0,0
3232291856,3232261126,56798,80,TCP,1489760318615632.2,0.006,6,545.0,1
3232291856,3232261126,37256,80,TCP,1489760290663194.8,0.005,6,545.0,1
3232261126,3232291856,80,60288,TCP,1489760330326687.8,0.002,4,272.0,0
3232291856,3232289284,36392,1570,TCP,1489771453004457.8,0.0,1,58.0,1
3232291856,3232261126,50038,80,TCP,1489760296597968.2,0.002,6,545.0,1
3232289285,3232261125,36919,445,TCP,1489760330275729.8,0.005,2,174.0,0
3232291856,3232261126,57264,80,TCP,1489760319696544.5,0.003,6,545.0,1
3232261126,3232291856,80,34894,TCP,1489760283135023.2,0.005,3,206.0,0
3232291856,3232289284,33648,5653,TCP,1489768567233670.8,0.0,1,58.0,1
3232261126,3232291856,80,56616,TCP,1489760318486462.8,0.001,3,206.0,0
3232261126,3232291856,80,59807,TCP,1489760326946890.5,0.004,4,272.0,0
3232291856,3232261126,51730,80,TCP,1489760303061260.8,0.004,5,479.0,1
3232291856,3232261126,33535,80,TCP,1489760282263516.8,0.003,6,545.0,1
3232291856,3232289281,33535,8329,TCP,1489766958980138.8,0.0,1,58.0,1
3232289282,3232291856,33325,36055,TCP,1489771299740142.5,0.0,1,54.0,0
3232261126,3232291856,80,48724,TCP,1489760290408777.8,0.003,3,206.0,0
3232261126,3232291856,80,60062,TCP,1489760329751251.8,0.002,3,206.0,0
3232261126,3232291856,80,59380,TCP,1489760325222393.5,0.003,3,206.0,0
3232261126,3232291856,80,60571,TCP,1489760330873610.8,0.005,3,206.0,0
3232289284,3232291856,0,2,ICMP,1489765720153618.0,0.0,1,58.0,0
3232291856,3232261126,54291,80,TCP,1489760306794824.5,0.004,6,545.0,1
3232261126,3232291856,80,34969,TCP,1489760334384578.2,0.0069999999999999,4,272.0,0
3232291856,3232261126,51673,80,TCP,1489760301354851.5,0.004,5,479.0,1
3232261126,3232291856,80,34911,TCP,1489760284131028.2,0.003,4,272.0,0
3232261126,3232291856,80,36694,TCP,1489760287483360.0,0.0069999999999999,4,272.0,0
3232291856,3232261126,33535,80,TCP,1489760283549056.0,0.003,6,545.0,1
3232291856,3232261126,43503,80,TCP,1489760289658789.2,0.006,6,545.0,1
3232291856,3232261126,36442,80,TCP,1489760285499637.8,0.005,6,545.0,1
3232261126,3232291856,80,60620,TCP,1489760333937662.8,0.004,3,206.0,0
3232291856,3232289285,0,8,ICMP,1489768538183233.5,0.0,1,42.0,1
3232261126,3232291856,80,58790,TCP,1489760323625087.5,0.005,4,272.0,0
3232291856,3232261126,48101,80,TCP,1489760290274291.2,0.003,6,545.0,1
3232261125,3232289284,445,36452,TCP,1489770537144706.5,0.0,1,108.0,0
3232261126,3232291856,80,42758,TCP,1489760289209125.5,0.002,3,206.0,0
3232289282,3232291856,2139,36804,TCP,1489770834229750.2,0.0,1,54.0,0
3232261126,3232291856,80,48778,TCP,1489760292165550.2,0.004,3,206.0,0
3232291856,3232289283,36919,5534,TCP,1489770719527187.0,0.0,1,58.0,1
3232291856,3232261126,52378,80,TCP,1489760314274592.2,0.004,5,479.0,1
3232261126,3232291856,80,16998,TCP,1489760281773255.0,0.0019435717175633085,3,206.0,0
3232291856,3232261126,60442,80,TCP,1489760278159007.5,0.005,6,545.0,1
3232261126,3232291856,80,34986,TCP,1489760286132634.5,0.004,4,272.0,0
3232291856,3232289285,36919,2893,TCP,1489771218509440.0,0.0,1,58.0,1
3232289281,3232291856,51197,33535,TCP,1489766158030723.8,0.0,1,54.0,0
3232291856,3232261126,54667,80,TCP,1489760311731318.0,0.006,6,545.0,1
3232261126,3232291856,80,54462,TCP,1489760312047837.2,0.004,3,206.0,0
3232291856,3232261126,33535,80,TCP,1489760282543471.0,0.0069999999999999,5,479.0,1
3232291856,3232261126,56617,80,TCP,1489760319219366.2,0.006,6,545.0,1
3232261126,3232291856,80,35522,TCP,1489760334179531.0,0.004,4,272.0,0
3232291856,3232261126,56730,80,TCP,1489760316757702.5,0.009905293828391101,6,545.0,1
3232291856,3232261126,53108,80,TCP,1489760304705969.8,0.006,6,545.0,1
3232289283,3232291856,569,35275,TCP,1489770330783090.2,0.0,1,54.0,0
3232261126,3232291856,80,52173,TCP,1489760304823223.8,0.003,4,272.0,0
3232291856,3232261126,44398,80,TCP,1489760289883895.2,0.009,6,545.0,1
3232291856,3232261126,35930,80,TCP,1489763462613813.8,0.003,6,545.0,1
3232261126,3232291856,80,50203,TCP,1489760296146721.5,0.001,4,272.0,0
3232291856,3232289284,36919,80,TCP,1489770475451354.8,0.0,1,58.0,1
3232261126,3232291856,80,34954,TCP,1489760339561088.8,0.001,4,272.0,0
3232291856,3232261126,36394,80,TCP,1489760342032364.2,0.006232151285381406,6,545.0,1
3232291856,3232261126,53971,80,TCP,1489760308960310.8,0.003,6,545.0,1
3232261126,3232291856,80,45166,TCP,1489760290604896.2,0.003,3,206.0,0
3232291856,3232261126,54340,80,TCP,1489760311284424.2,0.005,5,479.0,1
3232261126,3232291856,80,36919,TCP,1489760341642913.8,0.006,3,206.0,0
3232291856,3232261126,54487,80,TCP,1489760304196256.8,0.002,6,545.0,1
3232289282,3232291856,60007,33535,TCP,1489770516506504.2,0.0,1,54.0,0
3232291856,3232261126,35117,80,TCP,1489760284535806.2,0.005,6,545.0,1
3232289285,3232261125,33535,445,TCP,1489762676800004.2,0.004,2,174.0,0
3232291856,3232289284,34916,2878,TCP,1489769943447889.5,0.0,1,58.0,1
3232261125,3232291849,445,36425,TCP,1489766180021141.5,0.0,1,108.0,0
3232261126,3232291856,80,51875,TCP,1489760300130363.0,0.006,4,272.0,0
3232291856,3232261126,52318,80,TCP,1489760303612294.8,0.0069999999999999,6,545.0,1
3232289283,3232291856,0,4,ICMP,1489768505017797.5,0.0,1,58.0,0
3232291856,3232261126,47530,80,TCP,1489760334421941.0,0.003,6,545.0,1
3232261126,3232291856,80,51977,TCP,1489760342185706.0,0.002,4,272.0,0
3232291856,3232289283,35603,3430,TCP,1489770456361159.2,0.0,1,58.0,1
3232289285,3232291856,0,3,ICMP,1489760337701120.5,29.356377366613895,2,112.0,0
3232261125,3232291856,212,56141,TCP,1489763309995931.2,0.0,1,108.0,0
3232261125,3232291856,138,51610,TCP,1489764299971155.0,0.0,1,108.0,0
3232291856,3232289282,33536,24262,TCP,1489767873704812.8,0.0,1,58.0,1
3232291856,3232289284,34485,1636,TCP,1489768781140317.0,0.0,1,58.0,1
3232291856,3232261126,51318,80,TCP,1489760297724667.0,0.003,6,545.0,1
3232291856,3232261126,51322,80,TCP,1489760319126050.8,0.006,6,545.0,1
3232261125,3232289285,445,50859,TCP,1489763930950539.5,0.0,1,108.0,0
3232291851,3232261125,54507,445,TCP,1489766910359640.2,0.002,2,150.90051766504928,0
3232291856,3232261126,34996,80,TCP,1489760339398795.0,0.006,6,545.0,1
3232291856,3232289283,33535,3701,TCP,1489767117691446.8,0.0,1,58.0,1
3232261126,3232291856,80,47796,TCP,1489760291561199.5,0.0,4,272.0,0
3232261126,3232291856,80,56596,TCP,1489760321422431.2,0.006,4,272.0,0
3232291856,3232261126,53313,80,TCP,1489760299348564.2,0.002,6,545.0,1
3232291856,3232289285,35101,1708,TCP,1489768738393076.0,0.0,1,58.0,1
3232291856,3232289285,34365,1068,TCP,1489769924478537.0,0.0,1,58.0,1
3232291856,3232289283,33535,2016,TCP,1489766821779326.8,0.0,1,58.0,1
3232291856,3232289285,33536,5712,TCP,1489767827918998.5,0.0,1,58.0,1
3232291856,3232289284,33535,10148,TCP,1489767903790887.5,0.0,1,58.0,1
3232261126,3232291856,80,56954,TCP,1489760317982169.8,0.005,4,272.0,0
3232261126,3232291856,80,48829,TCP,1489760293906348.5,0.003,3,206.0,0
3232291856,3232261126,33535,80,TCP,1489760282049444.5,0.003,5,479.0,1
3232261126,3232291856,80,50122,TCP,1489760298005320.2,0.003,4,272.0,0
3232261125,3232291856,138,57170,TCP,1489761557236933.2,0.0,1,100.5740721456453,0
3232291856,3232261126,57217,80,TCP,1489760322411021.0,0.004,6,545.0,1
3232291856,3232261126,59368,80,TCP,1489760326304742.8,0.004,5,479.0,1
3232261126,3232291856,80,53921,TCP,1489760310269340.5,0.002,3,206.0,0
3232291856,3232261126,54865,80,TCP,1489760308799402.8,0.003,6,545.0,1
3232261126,3232291856,80,54282,TCP,1489760307646218.8,0.006,3,206.0,0
3232291856,3232289282,33610,5145,TCP,1489769727070333.2,0.0,1,58.0,1
3232291856,3232261126,9533,80,TCP,1489760281135401.0,0.003,6,545.0,1
3232261126,3232291856,80,36919,TCP,1489760340108689.0,0.004,4,272.0,0
3232291856,3232261126,54220,80,TCP,1489760306993994.8,0.004,6,545.0,1
3232291853,3232261124,48769,2036,TCP,1489767635863765.5,0.01069137251909046,10,1936.6123625390812,0
3232291856,3232261126,36458,80,TCP,1489760286288811.5,0.003,6,545.0,1
3232291856,3232261126,60240,80,TCP,1489760329900503.8,0.003,6,545.0,1
3232291856,3232261126,53937,80,TCP,1489760309136824.2,0.006,6,545.0,1
3232291856,3232261126,35649,80,TCP,1489760342408646.5,0.004,5,479.0,1
3232291856,3232261126,54467,80,TCP,1489760307812723.5,0.005,6,545.0,1
3232261126,3232291856,80,53930,TCP,1489760310404965.8,0.005,3,206.0,0
3232261126,3232291856,80,59339,TCP,1489760327332096.8,0.004,3,206.0,0
3232261126,3232291856,80,33535,TCP,1489760283584608.0,0.005,3,206.0,0
3232291856,3232261126,35767,80,TCP,1489760336142858.0,0.005,5,479.0,1
3232261126,3232291856,80,52274,TCP,1489760323586900.8,0.008,4,272.0,0
3232291856,3232289284,33535,3842,TCP,1489767289262652.0,0.0,1,58.0,1
3232291856,3232261126,52533,80,TCP,1489760319814791.2,0.005,6,545.0,1
3232261125,3232291856,155,54385,TCP,1489761879800597.2,0.0,1,70.0,0
3232261126,3232291856,80,53395,TCP,1489760305000588.8,0.003,4,272.0,0
3232261126,3232291856,80,54816,TCP,1489760313715761.5,0.0069999999999999,4,272.0,0
3232291856,3232289282,33579,2034,TCP,1489769895886868.5,0.0,1,58.0,1
3232261126,3232291856,80,57294,TCP,1489760322522696.0,0.003,4,272.0,0
3232291856,3232289284,36920,2031,TCP,1489771833557539.5,0.0,1,58.0,1
3232261126,3232291856,80,60768,TCP,1489760279408041.8,0.001,3,206.0,0
3232291843,3232291856,0,2,ICMP,1489769394623879.5,0.0,1,108.0,0
3232291856,3232261125,55249,445,TCP,1489771176463149.2,0.003,1,174.0,0
3232261126,3232291856,80,50349,TCP,1489760297014810.8,0.003,3,206.0,0
3232261126,3232291856,80,36093,TCP,1489760331545014.0,0.002,3,206.0,0
3232291856,3232261126,47585,80,TCP,1489760290845851.5,0.004,6,545.0,1
3232291856,3232261126,34837,80,TCP,1489760284451780.5,0.006,6,545.0,1
3232261126,3232289281,80,445,UDP,1489769998897999.5,0.0,1,206.0,0
3232291856,3232289284,33535,4968,TCP,1489767452506003.5,0.0,1,58.0,1
3232261126,3232291856,80,35311,TCP,1489760285779631.2,0.005,4,272.0,0
3232261126,3232291856,80,36462,TCP,1489760335967655.0,0.002,4,272.0,0
3232291856,3232289281,33535,1730,TCP,1489766329401325.0,0.0,1,58.0,1
3232291856,3232261126,53011,80,TCP,1489760302659940.8,0.006,6,545.0,1
3232261125,3232289284,445,57425,TCP,1489760340617096.0,0.0,1,108.0,0
3232291856,3232289285,33535,517,TCP,1489767214128600.0,0.003,1,108.0,1
3232291856,3232261126,57606,80,TCP,1489760322652694.5,0.003,5,479.0,1
3232261126,3232291856,80,36919,TCP,1489760286906968.8,0.004,4,272.0,0
3232291856,3232261126,51036,80,TCP,1489760299787245.5,0.0069999999999999,6,545.0,1
3232291848,3232292095,80,80,UDP,1489765083593821.0,0.0,1,58.0,0
3232291856,3232261126,50823,80,TCP,1489760305844147.5,0.004,5,479.0,1
3232261126,3232291856,80,53190,TCP,1489760306959978.0,0.004,3,206.0,0
3232261126,3232291856,80,34733,TCP,1489760333009667.5,0.006,4,272.0,0
3232261126,3232291856,80,35828,TCP,1489765090362980.8,0.002,4,272.0,0
3232261126,3232291856,80,57251,TCP,1489760319680849.2,0.004,4,272.0,0
3232261126,3232291856,80,40204,TCP,1489766195337295.0,0.009,6,545.0,0
3232261126,3232291856,80,52158,TCP,1489760307810229.0,0.006,4,272.0,0
3232291856,3232261126,58166,80,TCP,1489760326948081.0,0.006,6,545.0,1
3232291856,3232261126,37014,80,TCP,1489760287170225.5,0.003,6,545.0,1
3232261125,3232291856,445,57594,TCP,1489770462106427.2,0.0,1,108.0,0
3232291856,3232261126,36919,80,TCP,1489760286058225.5,0.004,5,479.0,1
3232261126,3232291856,80,52119,TCP,1489760300468215.5,0.004179400842447799,4,272.0,0
3232261126,3232291856,80,36757,TCP,1489760341971364.5,0.004,4,272.0,0
3232291856,3232261126,48265,80,TCP,1489760291233214.8,0.004,6,545.0,1
3232261126,3232291856,80,50876,TCP,1489760300351314.8,0.003,3,206.0,0
3232291856,3232289282,36834,5061,TCP,1489769362817679.5,0.0,1,58.0,1
3232261126,3232291856,80,34527,TCP,1489760285594174.5,0.005,4,272.0,0
