srcport,dstport,proto,ts,td,pkt,byt,label,srcip_1,srcip_2,srcip_3,srcip_4,dstip_1,dstip_2,dstip_3,dstip_4
39306,15600,UDP,1554198520000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554198521000000,0.0,1,77,0,192,168,1,133,224,0,0,251
53780,15600,UDP,1554198526000000,0.0,1,63,0,192,168,1,79,192,168,1,255
49118,53,UDP,1554198527000000,0.0005059999999999,2,652,0,192,168,1,152,192,168,1,190
42101,15600,UDP,1554198532000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59364,53,UDP,1554198542000000,0.000769,2,652,0,192,168,1,152,192,168,1,190
42568,15600,UDP,1554198544000000,0.0,1,63,0,192,168,1,79,192,168,1,255
40158,15600,UDP,1554198556000000,0.0,1,63,0,192,168,1,79,192,168,1,255
60831,15600,UDP,1554198568000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37364,53,UDP,1554198572000000,0.0008849999999999,2,652,0,192,168,1,152,192,168,1,190
46334,15600,UDP,1554198574000000,0.0,1,63,0,192,168,1,79,192,168,1,255
45268,15600,UDP,1554198580000000,0.0,1,63,0,192,168,1,79,192,168,1,255
42323,15600,UDP,1554198586000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59847,53,UDP,1554198587000000,0.00078,2,652,0,192,168,1,152,192,168,1,190
49696,15600,UDP,1554198592000000,0.0,1,63,0,192,168,1,79,192,168,1,255
51383,15600,UDP,1554198598000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37759,53,UDP,1554198602000000,0.000682,2,652,0,192,168,1,152,192,168,1,190
42385,15600,UDP,1554198604000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554198609000000,0.0,1,73,0,192,168,1,192,224,0,0,251
37720,15600,UDP,1554198610000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39336,15600,UDP,1554198616000000,0.0,1,63,0,192,168,1,79,192,168,1,255
60484,53,UDP,1554198617000000,0.000461,2,652,0,192,168,1,152,192,168,1,190
40991,15600,UDP,1554198622000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39840,15600,UDP,1554198628000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54247,53,UDP,1554198632000000,0.000837,2,652,0,192,168,1,152,192,168,1,190
48417,15600,UDP,1554198634000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41974,15600,UDP,1554198640000000,0.0,1,63,0,192,168,1,79,192,168,1,255
36546,15600,UDP,1554198646000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54404,53,UDP,1554198647000000,0.00091,2,652,0,192,168,1,152,192,168,1,190
44558,15600,UDP,1554198652000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554198652000000,13.107515,4,1008,0,192,168,1,250,224,0,0,251
55659,15600,UDP,1554198658000000,0.0,1,63,0,192,168,1,79,192,168,1,255
55553,15600,UDP,1554198664000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54999,15600,UDP,1554198670000000,0.0,1,63,0,192,168,1,79,192,168,1,255
57775,15600,UDP,1554198676000000,0.0,1,63,0,192,168,1,79,192,168,1,255
35690,15600,UDP,1554198689000000,0.0,1,63,0,192,168,1,79,192,168,1,255
53168,53,UDP,1554198692000000,0.0005,2,652,0,192,168,1,152,192,168,1,190
50847,15600,UDP,1554198706000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48921,53,UDP,1554198708000000,0.000417,2,652,0,192,168,1,152,192,168,1,190
60784,15600,UDP,1554198712000000,0.0,1,63,0,192,168,1,79,192,168,1,255
43921,15600,UDP,1554198718000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47355,53,UDP,1554198723000000,0.000484,2,652,0,192,168,1,152,192,168,1,190
48828,15600,UDP,1554198724000000,0.0,1,63,0,192,168,1,79,192,168,1,255
42171,15600,UDP,1554198730000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41403,53,UDP,1554198738000000,0.00032,2,652,0,192,168,1,152,192,168,1,190
54449,15600,UDP,1554198742000000,0.0,1,63,0,192,168,1,79,192,168,1,255
36412,15600,UDP,1554198748000000,0.0,1,63,0,192,168,1,79,192,168,1,255
45175,53,UDP,1554198753000000,0.000552,2,652,0,192,168,1,152,192,168,1,190
59873,15600,UDP,1554198754000000,0.0,1,63,0,192,168,1,79,192,168,1,255
50263,15600,UDP,1554198760000000,0.0,1,63,0,192,168,1,79,192,168,1,255
36325,53,UDP,1554198768000000,0.000524,2,652,0,192,168,1,152,192,168,1,190
53552,15600,UDP,1554198772000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554198773000000,0.0,1,111,0,192,168,1,250,224,0,0,251
56209,15600,UDP,1554198778000000,0.0,1,63,0,192,168,1,79,192,168,1,255
36116,53,UDP,1554198783000000,0.001653,2,652,0,192,168,1,152,192,168,1,190
41819,53,UDP,1554198798000000,0.000842,2,652,0,192,168,1,152,192,168,1,190
50704,15600,UDP,1554198808000000,0.0,1,63,0,192,168,1,79,192,168,1,255
45033,15600,UDP,1554198814000000,0.0,1,63,0,192,168,1,79,192,168,1,255
34090,15600,UDP,1554198826000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47813,53,UDP,1554198843000000,0.000562,2,652,0,192,168,1,152,192,168,1,190
49053,15600,UDP,1554198844000000,0.0,1,63,0,192,168,1,79,192,168,1,255
38546,15600,UDP,1554198850000000,0.0,1,63,0,192,168,1,79,192,168,1,255
60261,53,UDP,1554198858000000,0.000359,2,652,0,192,168,1,152,192,168,1,190
39524,53,UDP,1554198873000000,0.001705,2,652,0,192,168,1,152,192,168,1,190
49972,15600,UDP,1554198874000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554198875000000,1.022098,2,300,0,192,168,1,133,224,0,0,251
60717,15600,UDP,1554198880000000,0.0,1,63,0,192,168,1,79,192,168,1,255
43132,15600,UDP,1554198886000000,0.0,1,63,0,192,168,1,79,192,168,1,255
53933,53,UDP,1554198888000000,0.000473,2,652,0,192,168,1,152,192,168,1,190
138,138,UDP,1554198890000000,0.0,1,229,0,192,168,1,195,192,168,1,255
36285,15600,UDP,1554198898000000,0.0,1,63,0,192,168,1,79,192,168,1,255
43624,53,UDP,1554198903000000,0.000753,2,652,0,192,168,1,152,192,168,1,190
47828,15600,UDP,1554198904000000,0.0,1,63,0,192,168,1,79,192,168,1,255
56666,53,UDP,1554198918000000,0.000573,2,652,0,192,168,1,152,192,168,1,190
138,138,UDP,1554198920000000,0.002653,2,908,0,192,168,1,1,192,168,1,255
35423,15600,UDP,1554198922000000,0.0,1,63,0,192,168,1,79,192,168,1,255
40436,15600,UDP,1554198928000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37497,53,UDP,1554198933000000,0.000383,2,652,0,192,168,1,152,192,168,1,190
60867,15600,UDP,1554198934000000,0.0,1,63,0,192,168,1,79,192,168,1,255
60805,15600,UDP,1554198946000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59535,53,UDP,1554198948000000,0.001809,2,652,0,192,168,1,152,192,168,1,190
59837,15600,UDP,1554198952000000,0.0,1,63,0,192,168,1,79,192,168,1,255
52926,15600,UDP,1554198958000000,0.0,1,63,0,192,168,1,79,192,168,1,255
138,138,UDP,1554198961000000,0.00232,2,974,0,192,168,1,194,192,168,1,255
42330,15600,UDP,1554198964000000,0.0,1,63,0,192,168,1,79,192,168,1,255
51457,15600,UDP,1554198970000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554198975000000,0.00808,2,400,0,192,168,1,46,224,0,0,251
58011,15600,UDP,1554198976000000,0.0,1,63,0,192,168,1,79,192,168,1,255
53254,53,UDP,1554198978000000,0.001392,2,652,0,192,168,1,152,192,168,1,190
60023,15600,UDP,1554198988000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54817,53,UDP,1554198993000000,0.000642,2,652,0,192,168,1,152,192,168,1,190
40527,15600,UDP,1554199000000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59215,15600,UDP,1554199006000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47504,53,UDP,1554199008000000,0.00083,2,652,0,192,168,1,152,192,168,1,190
40209,15600,UDP,1554199012000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41110,15600,UDP,1554199018000000,0.0,1,63,0,192,168,1,79,192,168,1,255
32990,53,UDP,1554199023000000,0.000715,2,652,0,192,168,1,152,192,168,1,190
36273,15600,UDP,1554199024000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37371,15600,UDP,1554199031000000,0.0,1,63,0,192,168,1,79,192,168,1,255
56580,15600,UDP,1554199036000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41496,53,UDP,1554199038000000,0.001398,2,652,0,192,168,1,152,192,168,1,190
52098,15600,UDP,1554199042000000,0.0,1,63,0,192,168,1,79,192,168,1,255
49860,15600,UDP,1554199054000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47939,15600,UDP,1554199060000000,0.0,1,63,0,192,168,1,79,192,168,1,255
49963,53,UDP,1554199068000000,0.000318,2,652,0,192,168,1,152,192,168,1,190
57760,15600,UDP,1554199072000000,0.0,1,63,0,192,168,1,79,192,168,1,255
51510,15600,UDP,1554199079000000,0.0,1,63,0,192,168,1,79,192,168,1,255
49127,53,UDP,1554199083000000,0.000778,2,652,0,192,168,1,152,192,168,1,190
43870,15600,UDP,1554199090000000,0.0,1,63,0,192,168,1,79,192,168,1,255
34696,15600,UDP,1554199096000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48478,53,UDP,1554199098000000,0.000448,2,652,0,192,168,1,152,192,168,1,190
38516,15600,UDP,1554199102000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199107000000,3.992126,3,786,0,192,168,1,133,224,0,0,251
38558,15600,UDP,1554199108000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37311,53,UDP,1554199113000000,0.000495,2,652,0,192,168,1,152,192,168,1,190
59519,15600,UDP,1554199114000000,0.0,1,63,0,192,168,1,79,192,168,1,255
53633,15600,UDP,1554199126000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59964,53,UDP,1554199128000000,0.000422,2,652,0,192,168,1,152,192,168,1,190
41696,15600,UDP,1554199132000000,0.0,1,63,0,192,168,1,79,192,168,1,255
57762,15600,UDP,1554199138000000,0.0,1,63,0,192,168,1,79,192,168,1,255
35840,53,UDP,1554199143000000,0.000406,2,652,0,192,168,1,152,192,168,1,190
49919,15600,UDP,1554199150000000,0.0,1,63,0,192,168,1,79,192,168,1,255
57430,15600,UDP,1554199156000000,0.0,1,63,0,192,168,1,79,192,168,1,255
40499,15600,UDP,1554199162000000,0.0,1,63,0,192,168,1,79,192,168,1,255
43468,15600,UDP,1554199168000000,0.0,1,63,0,192,168,1,79,192,168,1,255
35413,53,UDP,1554199173000000,0.000788,2,652,0,192,168,1,152,192,168,1,190
41542,15600,UDP,1554199174000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199178000000,0.0,1,73,0,192,168,1,190,224,0,0,251
38432,15600,UDP,1554199180000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199186000000,3.991139,3,786,0,192,168,1,133,224,0,0,251
54837,53,UDP,1554199188000000,0.000492,2,652,0,192,168,1,152,192,168,1,190
44623,15600,UDP,1554199192000000,0.0,1,63,0,192,168,1,79,192,168,1,255
57316,15600,UDP,1554199198000000,0.0,1,63,0,192,168,1,79,192,168,1,255
55386,53,UDP,1554199203000000,0.2369300000000001,2,652,0,192,168,1,152,192,168,1,190
52441,15600,UDP,1554199204000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41095,15600,UDP,1554199210000000,0.0,1,63,0,192,168,1,79,192,168,1,255
52108,15600,UDP,1554199216000000,0.0,1,63,0,192,168,1,79,192,168,1,255
35420,53,UDP,1554199218000000,0.000557,2,652,0,192,168,1,152,192,168,1,190
59797,15600,UDP,1554199222000000,0.0,1,63,0,192,168,1,79,192,168,1,255
45966,15600,UDP,1554199228000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39560,53,UDP,1554199233000000,0.000452,2,652,0,192,168,1,152,192,168,1,190
39365,15600,UDP,1554199235000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41623,15600,UDP,1554199240000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37697,15600,UDP,1554199246000000,0.0,1,63,0,192,168,1,79,192,168,1,255
42596,53,UDP,1554199248000000,0.000576,2,652,0,192,168,1,152,192,168,1,190
51888,15600,UDP,1554199252000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47465,15600,UDP,1554199258000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39199,53,UDP,1554199263000000,0.000549,2,652,0,192,168,1,152,192,168,1,190
49997,15600,UDP,1554199270000000,0.0,1,63,0,192,168,1,79,192,168,1,255
34842,15600,UDP,1554199276000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54102,53,UDP,1554199278000000,0.000535,2,652,0,192,168,1,152,192,168,1,190
50420,15600,UDP,1554199283000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199288000000,13.004968,4,1008,0,192,168,1,250,224,0,0,251
49071,15600,UDP,1554199288000000,0.0,1,63,0,192,168,1,79,192,168,1,255
46105,15600,UDP,1554199300000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48035,15600,UDP,1554199306000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199307000000,0.0,1,77,0,192,168,1,133,224,0,0,251
57027,53,UDP,1554199308000000,0.00056,2,652,0,192,168,1,152,192,168,1,190
56942,15600,UDP,1554199312000000,0.0,1,63,0,192,168,1,79,192,168,1,255
58433,15600,UDP,1554199318000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39548,53,UDP,1554199323000000,0.000559,2,652,0,192,168,1,152,192,168,1,190
42741,15600,UDP,1554199324000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199328000000,0.0,1,140,0,192,168,1,250,224,0,0,251
50260,15600,UDP,1554199330000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199330000000,13.107604,7,896,0,192,168,1,133,224,0,0,251
48097,15600,UDP,1554199336000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54424,53,UDP,1554199338000000,0.000511,2,652,0,192,168,1,152,192,168,1,190
33069,15600,UDP,1554199342000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59805,15600,UDP,1554199348000000,0.0,1,63,0,192,168,1,79,192,168,1,255
44209,53,UDP,1554199353000000,0.000466,2,652,0,192,168,1,152,192,168,1,190
36636,15600,UDP,1554199360000000,0.0,1,63,0,192,168,1,79,192,168,1,255
46095,15600,UDP,1554199367000000,0.0,1,63,0,192,168,1,79,192,168,1,255
58827,53,UDP,1554199368000000,0.0005809999999999,2,652,0,192,168,1,152,192,168,1,190
47290,443,TCP,1554199375000000,0.219159,2,166,0,192,168,1,152,52,40,98,101
138,138,UDP,1554199377000000,0.0,1,236,0,192,168,1,193,192,168,1,255
45609,53,UDP,1554199383000000,0.000434,2,652,0,192,168,1,152,192,168,1,190
52591,15600,UDP,1554199384000000,0.0,1,63,0,192,168,1,79,192,168,1,255
33428,15600,UDP,1554199390000000,0.0,1,63,0,192,168,1,79,192,168,1,255
53297,53,UDP,1554199398000000,0.000636,2,652,0,192,168,1,152,192,168,1,190
36530,15600,UDP,1554199402000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199409000000,0.0,1,111,0,192,168,1,250,224,0,0,251
49677,15600,UDP,1554199414000000,0.0,1,63,0,192,168,1,79,192,168,1,255
46202,15600,UDP,1554199420000000,0.0,1,63,0,192,168,1,79,192,168,1,255
38667,15600,UDP,1554199427000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48687,53,UDP,1554199428000000,0.00054,2,652,0,192,168,1,152,192,168,1,190
36428,15600,UDP,1554199432000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47036,15600,UDP,1554199438000000,0.0,1,63,0,192,168,1,79,192,168,1,255
50662,53,UDP,1554199443000000,0.000554,2,652,0,192,168,1,152,192,168,1,190
54328,15600,UDP,1554199445000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39688,15600,UDP,1554199450000000,0.0,1,63,0,192,168,1,79,192,168,1,255
36675,15600,UDP,1554199457000000,0.0,1,63,0,192,168,1,79,192,168,1,255
44607,53,UDP,1554199458000000,0.000524,2,652,0,192,168,1,152,192,168,1,190
41493,15600,UDP,1554199462000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199471000000,0.0081409999999999,2,400,0,192,168,1,46,224,0,0,251
56969,15600,UDP,1554199475000000,0.0,1,63,0,192,168,1,79,192,168,1,255
46244,15600,UDP,1554199487000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47620,53,UDP,1554199488000000,0.000507,2,652,0,192,168,1,152,192,168,1,190
48430,15600,UDP,1554199493000000,0.0,1,63,0,192,168,1,79,192,168,1,255
138,138,UDP,1554199495000000,0.0,1,229,0,192,168,1,193,192,168,1,255
35912,53,UDP,1554199503000000,0.000518,2,652,0,192,168,1,152,192,168,1,190
53438,15600,UDP,1554199504000000,0.0,1,63,0,192,168,1,79,192,168,1,255
35805,15600,UDP,1554199511000000,0.0,1,63,0,192,168,1,79,192,168,1,255
42023,15600,UDP,1554199517000000,0.0,1,63,0,192,168,1,79,192,168,1,255
58368,53,UDP,1554199518000000,0.001004,2,652,0,192,168,1,152,192,168,1,190
44137,15600,UDP,1554199529000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41521,53,UDP,1554199533000000,0.000397,2,652,0,192,168,1,152,192,168,1,190
53258,15600,UDP,1554199534000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59741,15600,UDP,1554199540000000,0.0,1,63,0,192,168,1,79,192,168,1,255
46815,15600,UDP,1554199547000000,0.0,1,63,0,192,168,1,79,192,168,1,255
43888,53,UDP,1554199548000000,0.000538,2,652,0,192,168,1,152,192,168,1,190
43192,53,UDP,1554199563000000,0.00164,2,652,0,192,168,1,152,192,168,1,190
50035,15600,UDP,1554199577000000,0.0,1,63,0,192,168,1,79,192,168,1,255
51088,53,UDP,1554199578000000,0.000593,2,652,0,192,168,1,152,192,168,1,190
56305,15600,UDP,1554199582000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59410,15600,UDP,1554199589000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37366,15600,UDP,1554199600000000,0.0,1,63,0,192,168,1,79,192,168,1,255
38404,53,UDP,1554199608000000,0.001062,2,652,0,192,168,1,152,192,168,1,190
138,138,UDP,1554199612000000,0.0,1,229,0,192,168,1,195,192,168,1,255
56237,53,UDP,1554199623000000,0.000491,2,652,0,192,168,1,152,192,168,1,190
59150,15600,UDP,1554199625000000,0.0,1,63,0,192,168,1,79,192,168,1,255
33825,15600,UDP,1554199630000000,0.0,1,63,0,192,168,1,79,192,168,1,255
5353,5353,UDP,1554199633000000,0.0,1,73,0,192,168,1,192,224,0,0,251
35486,53,UDP,1554199638000000,0.000414,2,652,0,192,168,1,152,192,168,1,190
138,138,UDP,1554199642000000,0.002456,2,908,0,192,168,1,1,192,168,1,255
44789,15600,UDP,1554199642000000,0.0,1,63,0,192,168,1,79,192,168,1,255
56310,15600,UDP,1554199649000000,0.0,1,63,0,192,168,1,79,192,168,1,255
44456,53,UDP,1554199653000000,0.000551,2,652,0,192,168,1,152,192,168,1,190
34598,15600,UDP,1554199654000000,0.0,1,63,0,192,168,1,79,192,168,1,255
57901,15600,UDP,1554199667000000,0.0,1,63,0,192,168,1,79,192,168,1,255
50452,53,UDP,1554199668000000,0.000615,2,652,0,192,168,1,152,192,168,1,190
56564,15600,UDP,1554199672000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47290,443,TCP,1554199675000000,900.916616,10,834,0,192,168,1,152,52,40,98,101
53121,15600,UDP,1554199679000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48643,53,UDP,1554199683000000,0.000551,2,652,0,192,168,1,152,192,168,1,190
38978,15600,UDP,1554199684000000,0.0,1,63,0,192,168,1,79,192,168,1,255
56478,15600,UDP,1554199691000000,0.0,1,63,0,192,168,1,79,192,168,1,255
138,138,UDP,1554199696000000,0.003665,2,974,0,192,168,1,194,192,168,1,255
58547,15600,UDP,1554199697000000,0.0,1,63,0,192,168,1,79,192,168,1,255
36429,53,UDP,1554199698000000,0.0005769999999999,2,652,0,192,168,1,152,192,168,1,190
46780,15600,UDP,1554199702000000,0.0,1,63,0,192,168,1,79,192,168,1,255
57692,15600,UDP,1554199709000000,0.0,1,63,0,192,168,1,79,192,168,1,255
137,137,UDP,1554199710000000,1.536057,3,384,0,192,168,1,193,192,168,1,255
49782,53,UDP,1554199713000000,0.000548,2,652,0,192,168,1,152,192,168,1,190
35031,15600,UDP,1554199714000000,0.0,1,63,0,192,168,1,79,192,168,1,255
51054,15600,UDP,1554199721000000,0.0,1,63,0,192,168,1,79,192,168,1,255
54750,15600,UDP,1554199727000000,0.0,1,63,0,192,168,1,79,192,168,1,255
55382,53,UDP,1554199728000000,0.000611,2,652,0,192,168,1,152,192,168,1,190
43426,15600,UDP,1554199732000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48859,15600,UDP,1554199739000000,0.0,1,63,0,192,168,1,79,192,168,1,255
39700,15600,UDP,1554199751000000,0.0,1,63,0,192,168,1,79,192,168,1,255
34902,53,UDP,1554199758000000,0.000569,2,652,0,192,168,1,152,192,168,1,190
55196,15600,UDP,1554199762000000,0.0,1,63,0,192,168,1,79,192,168,1,255
49624,15600,UDP,1554199775000000,0.0,1,63,0,192,168,1,79,192,168,1,255
56283,15600,UDP,1554199781000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59711,15600,UDP,1554199787000000,0.0,1,63,0,192,168,1,79,192,168,1,255
44937,53,UDP,1554199788000000,0.000451,2,652,0,192,168,1,152,192,168,1,190
54671,15600,UDP,1554199792000000,0.0,1,63,0,192,168,1,79,192,168,1,255
43846,15600,UDP,1554199799000000,0.0,1,63,0,192,168,1,79,192,168,1,255
55726,15600,UDP,1554199805000000,0.0,1,63,0,192,168,1,79,192,168,1,255
45177,15600,UDP,1554199817000000,0.0,1,63,0,192,168,1,79,192,168,1,255
58615,53,UDP,1554199818000000,0.000584,2,652,0,192,168,1,152,192,168,1,190
54302,53,UDP,1554199821000000,0.683062,2,1004,0,192,168,1,152,192,168,1,190
60566,53,UDP,1554199822000000,0.091228,2,982,0,192,168,1,152,192,168,1,190
53896,443,TCP,1554199822000000,61.377499,12,6088,0,192,168,1,152,52,35,215,194
56901,15600,UDP,1554199829000000,0.0,1,63,0,192,168,1,79,192,168,1,255
8,0,ICMP,1554199834000000,10.037018,18,2520,0,192,168,1,192,192,168,1,152
3,1,ICMP,1554199837000000,5e-06,4,784,0,192,168,1,152,192,168,1,152
59024,15600,UDP,1554199841000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41326,53,UDP,1554199848000000,0.000457,2,652,0,192,168,1,152,192,168,1,190
40801,15600,UDP,1554199859000000,0.0,1,63,0,192,168,1,79,192,168,1,255
47659,53,UDP,1554199863000000,0.0006,2,652,0,192,168,1,152,192,168,1,190
58050,15600,UDP,1554199877000000,0.0,1,63,0,192,168,1,79,192,168,1,255
45151,15600,UDP,1554199883000000,0.0,1,63,0,192,168,1,79,192,168,1,255
34707,53,UDP,1554199893000000,0.000418,2,652,0,192,168,1,152,192,168,1,190
37072,15600,UDP,1554199895000000,0.0,1,63,0,192,168,1,79,192,168,1,255
33742,15600,UDP,1554199907000000,0.0,1,63,0,192,168,1,79,192,168,1,255
33840,53,UDP,1554199908000000,0.000404,2,652,0,192,168,1,152,192,168,1,190
33780,15600,UDP,1554199913000000,0.0,1,63,0,192,168,1,79,192,168,1,255
41630,15600,UDP,1554199919000000,0.0,1,63,0,192,168,1,79,192,168,1,255
59313,53,UDP,1554199923000000,0.000508,2,652,0,192,168,1,152,192,168,1,190
5353,5353,UDP,1554199930000000,3.892774,3,756,0,192,168,1,250,224,0,0,251
50402,15600,UDP,1554199931000000,0.0,1,63,0,192,168,1,79,192,168,1,255
48758,15600,UDP,1554199936000000,0.0,1,63,0,192,168,1,79,192,168,1,255
37702,53,UDP,1554199938000000,0.000562,2,652,0,192,168,1,152,192,168,1,190
5353,5353,UDP,1554199939000000,13.006847,4,1048,0,192,168,1,133,224,0,0,251
